'de novo' IMP biosynthesis	IMP biosynthesis
oxidation of lead sulfide	energy derivation by oxidation of reduced inorganic compounds
oxidative phosphorylation	metabolism
oxidative photosynthetic carbon pathway	photorespiration
oxidized glutathione reduction	electron transport
oxidized low-density lipoprotein catabolism	low-density lipoprotein catabolism
oxidoreduction coenzyme metabolism	coenzyme metabolism
oxygen and reactive oxygen species metabolism	metabolism
oxygen transport	gas transport
p-aminobenzoyl-glutamate transport	glutamate transport
p-cymene catabolism	p-cymene metabolism
p-cymene catabolism	xenobiotic catabolism
p-cymene metabolism	toluene metabolism
p-xylene catabolism	p-xylene metabolism
p-xylene catabolism	xylene catabolism
p-xylene metabolism	xylene metabolism
pachytene	meiotic prophase I
paclitaxel biosynthesis	alkaloid biosynthesis
paclitaxel biosynthesis	heterocycle biosynthesis
paclitaxel biosynthesis	paclitaxel metabolism
paclitaxel metabolism	alkaloid metabolism
paclitaxel metabolism	heterocycle metabolism
pan-neural process	neurogenesis
pancreatic juice secretion	digestion
pancreatic juice secretion	secretion
pantothenate biosynthesis	coenzyme biosynthesis
pantothenate biosynthesis	pantothenate metabolism
pantothenate catabolism	coenzyme catabolism
pantothenate catabolism	pantothenate metabolism
pantothenate metabolism	group transfer coenzyme metabolism
pantothenate transport	vitamin/cofactor transport
para-aminobenzoic acid biosynthesis	carboxylic acid biosynthesis
para-aminobenzoic acid biosynthesis	folic acid and derivative biosynthesis
para-aminobenzoic acid biosynthesis	para-aminobenzoic acid metabolism
para-aminobenzoic acid metabolism	amine metabolism
para-aminobenzoic acid metabolism	folic acid and derivative metabolism
parallel actin filament bundle formation	actin filament organization
parathion catabolism	organophosphate catabolism
parathion catabolism	parathion metabolism
parathion metabolism	benzene and derivative metabolism
parathion metabolism	organophosphate metabolism
parathion metabolism	sulfur metabolism
parturition	physiological processes
passive immune evasion	evasion of host immune response
passive viral induction of cell-mediated immune response	passive viral induction of host immune response
passive viral induction of host immune response	viral induction of host immune response
passive viral induction of humoral immune response	passive viral induction of host immune response
passive viral induction of innate immune response	passive viral induction of host immune response
patched receptor ligand processing	smoothened signaling pathway
paternal behavior	reproductive behavior
pathogenesis	physiological processes
pattern orientation	visual behavior
pattern specification	development
patterning of blood vessels	angiogenesis
patterning of blood vessels	embryonic pattern specification
pectin biosynthesis	pectin metabolism
pectin biosynthesis	polysaccharide biosynthesis
pectin catabolism	pectin metabolism
pectin catabolism	polysaccharide catabolism
pectin metabolism	polysaccharide metabolism
penetration of zona pellucida	fertilization (sensu Animalia)
penicillin biosynthesis	beta-lactam antibiotic biosynthesis
penicillin biosynthesis	penicillin metabolism
penicillin catabolism	beta-lactam antibiotic catabolism
penicillin catabolism	penicillin metabolism
penicillin metabolism	beta-lactam antibiotic metabolism
pentachlorophenol catabolism	chlorinated hydrocarbon catabolism
pentachlorophenol catabolism	pentachlorophenol metabolism
pentachlorophenol catabolism	phenol catabolism
pentachlorophenol metabolism	chlorinated hydrocarbon metabolism
pentachlorophenol metabolism	phenol metabolism
pentacyclic triterpenoid biosynthesis	pentacyclic triterpenoid metabolism
pentacyclic triterpenoid biosynthesis	triterpenoid biosynthesis
pentacyclic triterpenoid catabolism	pentacyclic triterpenoid metabolism
pentacyclic triterpenoid catabolism	triterpenoid catabolism
pentacyclic triterpenoid metabolism	triterpenoid metabolism
pentaerythritol tetranitrate metabolism	xenobiotic metabolism
pentitol biosynthesis	alditol biosynthesis
pentitol biosynthesis	pentitol metabolism
pentitol catabolism	alditol catabolism
pentitol catabolism	pentitol metabolism
pentitol metabolism	alditol metabolism
pentose biosynthesis	monosaccharide biosynthesis
pentose biosynthesis	pentose metabolism
pentose catabolism	monosaccharide catabolism
pentose catabolism	pentose metabolism
pentose metabolism	monosaccharide metabolism
pentose transport	monosaccharide transport
pentose-phosphate shunt	NADPH regeneration
pentose-phosphate shunt	glucose catabolism
pentose-phosphate shunt	main pathways of carbohydrate metabolism
pentose-phosphate shunt\, non-oxidative branch	pentose-phosphate shunt
pentose-phosphate shunt\, oxidative branch	pentose-phosphate shunt
peptide amidation	peptide metabolism
peptide antibiotic biosynthesis	antibiotic biosynthesis
peptide antibiotic biosynthesis	peptide antibiotic metabolism
peptide antibiotic catabolism	antibiotic catabolism
peptide antibiotic catabolism	peptide antibiotic metabolism
peptide antibiotic metabolism	antibiotic metabolism
peptide antigen transport	peptide transport
peptide cross-linking via the thioethers lanthionine or 3-methyl-lanthionine	protein-protein cross-linking
peptide hormone processing	hormone metabolism
peptide hormone processing	protein processing
peptide hormone secretion	hormone secretion
peptide metabolism	metabolism
peptide pheromone export	peptide transport
peptide pheromone maturation	protein processing
peptide transport	transport
peptide/protein amino-terminal blocking	protein modification
peptide/protein carboxyl-terminal blocking	protein modification
peptidoglycan biosynthesis	carbohydrate biosynthesis
peptidoglycan biosynthesis	cell wall biosynthesis (sensu Bacteria)
peptidoglycan biosynthesis	peptidoglycan metabolism
peptidoglycan catabolism	carbohydrate catabolism
peptidoglycan catabolism	peptidoglycan metabolism
peptidoglycan metabolism	carbohydrate metabolism
peptidoglycan peptide transport	peptide transport
peptidoglycan transport	transport
peptidoglycan turnover	peptidoglycan metabolism
peptidoglycan-protein cross-linking	peptidoglycan biosynthesis
peptidoglycan-protein cross-linking via N6-mureinyl-L-lysine	peptidoglycan-protein cross-linking
peptidoglycan-protein cross-linking via N6-mureinyl-L-lysine	peptidyl-lysine modification
peptidyl-(Z)-dehydrobutyrine biosynthesis from peptidyl-threonine	peptidyl-threonine modification
peptidyl-1-thioglycine biosynthesis from peptidyl-glycine	nickel-tetrapyrrole coenzyme metabolism
peptidyl-1-thioglycine biosynthesis from peptidyl-glycine	peptidyl-glycine modification
peptidyl-1-thioglycine biosynthesis\, carboxy-terminal	peptidyl-1-thioglycine biosynthesis from peptidyl-glycine
peptidyl-1-thioglycine biosynthesis\, internal	peptidyl-1-thioglycine biosynthesis from peptidyl-glycine
peptidyl-D-alanine racemization	peptidyl-L-amino acid racemization
peptidyl-D-alanine racemization	peptidyl-alanine modification
peptidyl-D-alanine racemization via peptidyl-L-serine	peptidyl-D-alanine racemization
peptidyl-D-alanine racemization\, direct	peptidyl-D-alanine racemization
peptidyl-L-2'\,4'\,5'-topaquinone biosynthesis from peptidyl-tyrosine	peptidyl-tyrosine modification
peptidyl-L-3'\,4'-dihydroxyphenylalanine biosynthesis from peptidyl-tyrosine	peptidyl-tyrosine hydroxylation
peptidyl-L-3'\,4'-dihydroxyphenylalanine biosynthesis from peptidyl-tyrosine	peptidyl-tyrosine modification
peptidyl-L-3'\,4'\,5'-trihydroxyphenylalanine biosynthesis from peptidyl-tyrosine	peptidyl-tyrosine hydroxylation
peptidyl-L-3'\,4'\,5'-trihydroxyphenylalanine biosynthesis from peptidyl-tyrosine	peptidyl-tyrosine modification
peptidyl-L-3-oxoalanine biosynthesis from peptidyl-cysteine or peptidyl-serine	peptidyl-cysteine modification
peptidyl-L-3-oxoalanine biosynthesis from peptidyl-cysteine or peptidyl-serine	peptidyl-serine modification
peptidyl-L-3-phenyllactic acid biosynthesis from peptidyl-phenylalanine	peptidyl-phenylalanine modification
peptidyl-L-amino acid racemization	L-amino acid racemization
peptidyl-L-amino acid racemization	peptidyl-amino acid modification
peptidyl-L-beta-methylthioasparagine biosynthesis from peptidyl-asparagine	peptidyl-asparagine modification
peptidyl-L-beta-methylthioaspartic acid biosynthesis from peptidyl-aspartic acid	peptidyl-aspartic acid modification
peptidyl-L-beta-methylthioaspartic acid biosynthesis from peptidyl-aspartic acid	peptidyl-cysteine modification
peptidyl-L-cysteine glutathione disulfide biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-L-cysteine methyl disulfide biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-L-cysteine methyl ester biosynthesis from peptidyl-cysteine	peptidyl-cysteine esterification
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamic acid	peptidyl-L-glutamic acid 5-methyl ester biosynthesis from peptidyl-glutamic acid or peptidyl-glutamine
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamine	glutamine metabolism
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamine	peptidyl-L-glutamic acid 5-methyl ester biosynthesis from peptidyl-glutamic acid or peptidyl-glutamine
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamine	peptidyl-glutamine esterification
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from peptidyl-glutamic acid or peptidyl-glutamine	peptidyl-glutamic acid esterification
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from peptidyl-glutamic acid or peptidyl-glutamine	peptidyl-glutamine modification
peptidyl-L-glutamyl 5-glycerylphosphorylethanolamine biosynthesis from peptidyl-glutamic acid	peptidyl-glutamic acid modification
peptidyl-N4-hydroxymethyl-L-asparagine biosynthesis from peptidyl-asparagine	peptidyl-asparagine modification
peptidyl-N6-pyruvic acid 2-iminyl-L-lysine biosynthesis	peptidyl-lysine modification
peptidyl-O-(sn-1-glycerophosphoryl)-L-serine biosynthesis from peptidyl-serine	peptidyl-serine modification
peptidyl-S-12-hydroxyfarnesyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-12-hydroxyfarnesyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid farnesylation
peptidyl-S-carbamoyl-L-cysteine dehydration	peptidyl-cysteine modification
peptidyl-S-carbamoyl-L-cysteine dehydration	protein amino acid dehydration
peptidyl-S-diacylglycerol-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-diphytanylglycerol diether-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-farnesyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-farnesyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid farnesylation
peptidyl-S-geranylgeranyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-geranylgeranyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid geranylgeranylation
peptidyl-S-myristoyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-myristoyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid myristoylation
peptidyl-S-palmitoleyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-cysteine modification
peptidyl-S-palmitoleyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid palmitoleylation
peptidyl-S-palmitoyl-L-cysteine biosynthesis from peptidyl-cysteine	peptidyl-S-diacylglycerol-L-cysteine biosynthesis from peptidyl-cysteine
peptidyl-S-palmitoyl-L-cysteine biosynthesis from peptidyl-cysteine	protein amino acid palmitoylation
peptidyl-alanine modification	peptidyl-amino acid modification
peptidyl-allysine oxidation to 2-aminoadipic acid	peptidyl-lysine modification
peptidyl-allysine oxidation to 2-aminoadipic acid	protein amino acid oxidation
peptidyl-amino acid modification	protein modification
peptidyl-arginine 5-methylation	peptidyl-arginine methylation
peptidyl-arginine ADP-ribosylation	peptidyl-arginine modification
peptidyl-arginine ADP-ribosylation	protein amino acid ADP-ribosylation
peptidyl-arginine delta-N-methylation	peptidyl-arginine methylation
peptidyl-arginine hydroxylation	peptidyl-arginine modification
peptidyl-arginine hydroxylation	protein amino acid hydroxylation
