mitochondrion inheritance	GO:0000001
glutamate fermentation	GO:0019670
glutamate fermentation via mesaconate and citramalate	GO:0019671
ethanol-acetate fermentation to butyrate and caproate	GO:0019672
GDP-mannose metabolism	GO:0019673
nicotinamide adenine dinucleotide metabolism	GO:0019674
nicotinamide adenine dinucleotide phosphorylation and dephosphorylation	GO:0019675
ammonia assimilation cycle	GO:0019676
nicotinamide adenine dinucleotide catabolism	GO:0019677
propionate metabolism\, methylmalonyl pathway	GO:0019678
propionate metabolism\, methylcitrate cycle	GO:0019679
L-methylmalonyl-CoA biosynthesis	GO:0019680
acetyl-CoA assimilation	GO:0019681
glyceraldehyde-3-phosphate metabolism	GO:0019682
glyceraldehyde-3-phosphate catabolism	GO:0019683
photosynthesis\, light reaction	GO:0019684
photosynthesis\, dark reaction	GO:0019685
purine nucleoside interconversion	GO:0019686
pyruvate biosynthesis from acetate	GO:0019687
purine deoxyribonucleoside interconversion	GO:0019688
pyrimidine nucleoside interconversion	GO:0019689
pyrimidine deoxyribonucleoside interconversion	GO:0019690
UDP-glucose conversion	GO:0019691
deoxyribose phosphate metabolism	GO:0019692
ribose phosphate metabolism	GO:0019693
alkanesulfonate metabolism	GO:0019694
choline metabolism	GO:0019695
toluene oxidation via toluene-cis-1\,2-dihydrodiol	GO:0019696
L-xylitol utilization	GO:0019697
D-galacturonate catabolism	GO:0019698
phosphonate catabolism	GO:0019700
peptidyl-arginine delta-N-methylation	GO:0019701
coenzyme A-peptidyl-cysteine covalent linking	GO:0019703
peptidyl-S-myristoyl-L-cysteine biosynthesis from peptidyl-cysteine	GO:0019704
peptidyl-glycine cholesteryl ester biosynthesis from peptidyl-glycine	GO:0019708
iron incorporation into iron-sulfur cluster via pentakis-L-cysteinyl L-histidino nickel tetrairon pentasulfide	GO:0019709
peptidyl-asparagine methylation	GO:0019710
peptidyl-beta-carboxyaspartic acid biosynthesis from peptidyl-aspartic acid	GO:0019711
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamic acid	GO:0019712
peptidyl-L-glutamic acid 5-methyl ester biosynthesis from glutamine	GO:0019713
peptidyl-glutamine esterification	GO:0019714
peptidyl-aspartic acid hydroxylation to form L-erythro-beta-hydroxyaspartic acid	GO:0019715
N-terminal peptidyl-alanine mono-methylation	GO:0019716
Mo-molybdopterin cofactor metabolism	GO:0019720
calcium-mediated signaling	GO:0019722
B-cell mediated immunity	GO:0019724
cell homeostasis	GO:0019725
peptidyl-allysine oxidation to 2-aminoadipic acid	GO:0019728
biosynthesis of protein-protein cross-link via 2-imino-glutaminyl-5-imidazolinone glycine	GO:0019729
antimicrobial humoral response	GO:0019730
antibacterial humoral response	GO:0019731
antifungal humoral response	GO:0019732
antibacterial humoral response (sensu Vertebrata)	GO:0019733
antifungal humoral response (sensu Vertebrata)	GO:0019734
antimicrobial humoral response (sensu Vertebrata)	GO:0019735
peptidyl-sarcosine incorporation	GO:0019736
nitrogen utilization	GO:0019740
pentacyclic triterpenoid catabolism	GO:0019741
pentacyclic triterpenoid metabolism	GO:0019742
hopanoid catabolism	GO:0019743
hopanoid metabolism	GO:0019744
pentacyclic triterpenoid biosynthesis	GO:0019745
hopanoid biosynthesis	GO:0019746
regulation of isoprenoid metabolism	GO:0019747
secondary metabolism	GO:0019748
cytoskeleton-dependent cytoplasmic transport\, nurse cell to oocyte	GO:0019749
chloroplast transport	GO:0019750
polyol metabolism	GO:0019751
carboxylic acid metabolism	GO:0019752
one-carbon compound biosynthesis	GO:0019753
one-carbon compound catabolism	GO:0019754
one-carbon compound transport	GO:0019755
cyanogenic glycoside biosynthesis	GO:0019756
glycosinolate metabolism	GO:0019757
glycosinolate biosynthesis	GO:0019758
glycosinolate catabolism	GO:0019759
glucosinolate metabolism	GO:0019760
glucosinolate biosynthesis	GO:0019761
glucosinolate catabolism	GO:0019762
nonprotein amino acid metabolism	GO:0019794
nonprotein amino acid biosynthesis	GO:0019795
nonprotein amino acid catabolism	GO:0019796
protein-protein cross-linking via chondroitin 4-sulfate glycosaminoglycan	GO:0019800
cyclization of asparagine\, during protein splicing	GO:0019801
cyclization of glutamine\, during protein splicing	GO:0019802
peptidyl-aspartic acid carboxylation	GO:0019803
quinolinate biosynthesis	GO:0019805
peroxisome vesicle fusion	GO:0019817
stem cell maintenance	GO:0019827
cytolysis	GO:0019835
hemolysis	GO:0019836
L-ascorbic acid metabolism	GO:0019852
L-ascorbic acid biosynthesis	GO:0019853
L-ascorbic acid catabolism	GO:0019854
pyrimidine base biosynthesis	GO:0019856
5-methylcytosine metabolism	GO:0019857
cytosine metabolism	GO:0019858
thymine metabolism	GO:0019859
uracil metabolism	GO:0019860
streptomycin biosynthesis	GO:0019872
nylon catabolism	GO:0019876
diaminopimelate biosynthesis	GO:0019877
lysine biosynthesis\, aminoadipic pathway	GO:0019878
peptidyl-thyronine biosynthesis from peptidyl-tyrosine	GO:0019879
antigen presentation	GO:0019882
antigen presentation\, endogenous antigen	GO:0019883
antigen presentation\, exogenous antigen	GO:0019884
antigen processing\, endogenous antigen via MHC class I	GO:0019885
antigen processing\, exogenous antigen via MHC class II	GO:0019886
pteridine metabolism	GO:0019889
axon transport of mitochondrion	GO:0019896
lipid storage	GO:0019915
peptidyl-D-alanine racemization\, direct	GO:0019916
peptidyl-D-alanine racemization via peptidyl-L-serine	GO:0019917
peptidyl-arginine methylation\, to symmetrical-dimethyl arginine	GO:0019918
peptidyl-arginine methylation\, to unsymmetrical-dimethyl arginine	GO:0019919
peptidyl-1-thioglycine biosynthesis\, internal	GO:0019920
peptidyl-1-thioglycine biosynthesis\, carboxy-terminal	GO:0019921
protein-chromophore linkage via peptidyl-cysteine	GO:0019922
alpha-1-microglobulin-chromophore linkage	GO:0019923
peptidyl-tryptophan oxidation to tryptophyl quinone	GO:0019926
protein-protein cross-linking via 4'-(S-L-cysteinyl)-L-tryptophyl quinone	GO:0019927
protein-protein cross-linking via 3-(S-L-cysteinyl)-L-aspartic acid	GO:0019928
protein-protein cross-linking via 4-(S-L-cysteinyl)-L-glutamic acid	GO:0019929
cis-14-hydroxy-10\,13-dioxo-7-heptadecenoic acid peptidyl-aspartate ester biosynthesis from peptidyl-aspartic acid	GO:0019930
protein-chromophore linkage via peptidyl-N6-3-dehydroretinal-L-lysine	GO:0019931
second-messenger-mediated signaling	GO:0019932
cAMP-mediated signaling	GO:0019933
cGMP-mediated signaling	GO:0019934
cyclic-nucleotide-mediated signaling	GO:0019935
protein catenane formation via N6-(L-isoaspartyl)-L-lysine\, autocatalytic	GO:0019937
protein-protein cross-linking via N6-(L-isoaspartyl)-L-lysine\, presumed catalytic	GO:0019938
peptidyl-S-palmitoleyl-L-cysteine biosynthesis from peptidyl-cysteine	GO:0019939
modification-dependent protein catabolism	GO:0019941
NEDD8 class-dependent protein catabolism	GO:0019942
SMT3-dependent protein catabolism	GO:0019950
SMT3-protein conjugation	GO:0019951
sexual reproduction	GO:0019953
asexual reproduction	GO:0019954
bypass DNA synthesis	GO:0019985
negative regulation of anti-apoptosis	GO:0019987
charged-tRNA modification	GO:0019988
pteridine catabolism	GO:0019990
septate junction assembly	GO:0019991
evasion of host immune response	GO:0020012
rosetting	GO:0020013
schizogony	GO:0020014
host cell immortalization	GO:0020021
hemoglobin metabolism	GO:0020027
hemoglobin import	GO:0020028
hemoglobin hydrolysis	GO:0020029
antigenic variation	GO:0020033
cytoadherence to microvasculature	GO:0020035
metal ion transport	GO:0030001
anion homeostasis	GO:0030002
cation homeostasis	GO:0030003
monovalent inorganic cation homeostasis	GO:0030004
di-\, tri-valent inorganic cation homeostasis	GO:0030005
potassium ion homeostasis	GO:0030007
establishment of cell polarity	GO:0030010
maintenance of cell polarity	GO:0030011
establishment and/or maintenance of cell polarity (sensu Saccharomyces)	GO:0030012
maintenance of cell polarity (sensu Saccharomyces)	GO:0030013
manganese ion homeostasis	GO:0030026
actin filament-based process	GO:0030029
cell surface structure organization and biogenesis	GO:0030030
formation of a cell surface projection	GO:0030031
lamellipodium formation	GO:0030032
microvillus assembly	GO:0030033
microvillar actin bundle formation	GO:0030034
microspike formation	GO:0030035
actin cytoskeleton organization and biogenesis	GO:0030036
cell cycle dependent actin filament reorganization	GO:0030037
contractile actin filament bundle formation	GO:0030038
actin filament polymerization	GO:0030041
actin filament depolymerization	GO:0030042
actin filament fragmentation	GO:0030043
actin filament stabilization	GO:0030044
actin filament destabilization	GO:0030045
parallel actin filament bundle formation	GO:0030046
actin modification	GO:0030047
actin filament-based movement	GO:0030048
muscle filament sliding	GO:0030049
vesicle transport along actin filament	GO:0030050
lysogeny	GO:0030069
insulin processing	GO:0030070
regulation of mitotic metaphase/anaphase transition	GO:0030071
peptide hormone secretion	GO:0030072
insulin secretion	GO:0030073
protein repair	GO:0030091
regulation of flagella biosynthesis	GO:0030092
hemopoiesis	GO:0030097
lymphocytic blood cell differentiation	GO:0030098
myeloid blood cell differentiation	GO:0030099
regulation of endocytosis	GO:0030100
natural killer cell activation	GO:0030101
negative regulation of natural killer cell activity	GO:0030102
vasopressin secretion	GO:0030103
water homeostasis	GO:0030104
regulation of Wnt receptor signaling pathway	GO:0030111
diuresis	GO:0030146
natriuresis	GO:0030147
sphingolipid biosynthesis	GO:0030148
sphingolipid catabolism	GO:0030149
mitochondrial matrix protein import	GO:0030150
bacteriocin biosynthesis	GO:0030152
bacteriocin immunity	GO:0030153
cell differentiation	GO:0030154
regulation of cell adhesion	GO:0030155
pancreatic juice secretion	GO:0030157
regulation of proteolysis and peptidolysis	GO:0030162
protein catabolism	GO:0030163
protein denaturation	GO:0030164
proteoglycan biosynthesis	GO:0030166
proteoglycan catabolism	GO:0030167
platelet activation	GO:0030168
DNA replication licensing	GO:0030174
positive regulation of Wnt receptor signaling pathway	GO:0030177
negative regulation of Wnt receptor signaling pathway	GO:0030178
solute\:solute exchange	GO:0030180
sodium\:calcium exchange	GO:0030181
neuron differentiation	GO:0030182
B-cell differentiation	GO:0030183
nitric oxide transport	GO:0030185
melatonin metabolism	GO:0030186
melatonin biosynthesis	GO:0030187
regulation of blood coagulation	GO:0030193
positive regulation of blood coagulation	GO:0030194
negative regulation of blood coagulation	GO:0030195
extracellular matrix organization and biogenesis	GO:0030198
collagen fibril organization	GO:0030199
heparan sulfate proteoglycan catabolism	GO:0030200
heparan sulfate proteoglycan metabolism	GO:0030201
heparin metabolism	GO:0030202
glycosaminoglycan metabolism	GO:0030203
chondroitin sulfate metabolism	GO:0030204
dermatan sulfate metabolism	GO:0030205
chondroitin sulfate biosynthesis	GO:0030206
chondroitin sulfate catabolism	GO:0030207
dermatan sulfate biosynthesis	GO:0030208
dermatan sulfate catabolism	GO:0030209
heparin biosynthesis	GO:0030210
heparin catabolism	GO:0030211
hyaluronan metabolism	GO:0030212
hyaluronan biosynthesis	GO:0030213
hyaluronan catabolism	GO:0030214
keratinocyte differentiation	GO:0030216
T-cell differentiation	GO:0030217
erythrocyte differentiation	GO:0030218
megakaryocyte differentiation	GO:0030219
platelet formation	GO:0030220
basophil differentiation	GO:0030221
eosinophil differentiation	GO:0030222
neutrophil differentiation	GO:0030223
monocyte differentiation	GO:0030224
macrophage differentiation	GO:0030225
anti-inflammatory response	GO:0030236
female sex determination	GO:0030237
male sex determination	GO:0030238
myofibril assembly	GO:0030239
muscle thin filament assembly	GO:0030240
muscle thick filament assembly	GO:0030241
peroxisome degradation	GO:0030242
cellulose metabolism	GO:0030243
cellulose biosynthesis	GO:0030244
cellulose catabolism	GO:0030245
growth hormone secretion	GO:0030252
type I protein secretion system	GO:0030253
type III protein secretion system	GO:0030254
type IV protein secretion system	GO:0030255
lipid modification	GO:0030258
lipid glycosylation	GO:0030259
cell invasion	GO:0030260
chromosome condensation	GO:0030261
apoptotic nuclear changes	GO:0030262
apoptotic chromosome condensation	GO:0030263
nuclear fragmentation	GO:0030264
rhodopsin mediated G-protein signaling\, coupled to IP3 second messenger	GO:0030265
maintenance of gastrointestinal epithelium	GO:0030277
regulation of bone formation	GO:0030278
negative regulation of bone formation	GO:0030279
bone mineralization	GO:0030282
cholesterol absorption	GO:0030299
regulation of cholesterol absorption	GO:0030300
cholesterol transport	GO:0030301
deoxynucleotide transport	GO:0030302
positive regulation of cell growth	GO:0030307
negative regulation of cell growth	GO:0030308
poly-N-acetyllactosamine metabolism	GO:0030309
poly-N-acetyllactosamine catabolism	GO:0030310
poly-N-acetyllactosamine biosynthesis	GO:0030311
osteoclast differentiation	GO:0030316
sperm motility	GO:0030317
melanocyte differentiation	GO:0030318
di-\, tri-valent inorganic anion homeostasis	GO:0030319
monovalent inorganic anion homeostasis	GO:0030320
transepithelial chloride transport	GO:0030321
stabilization of membrane potential	GO:0030322
respiratory tube development	GO:0030323
lung development	GO:0030324
adrenal gland development	GO:0030325
limb morphogenesis	GO:0030326
prenylated protein catabolism	GO:0030327
prenylcysteine catabolism	GO:0030328
prenylcysteine metabolism	GO:0030329
DNA damage response\, signal transduction by p53 class mediator	GO:0030330
antigen processing	GO:0030333
regulation of cell migration	GO:0030334
positive regulation of cell migration	GO:0030335
negative regulation of cell migration	GO:0030336
eggshell pattern formation (sensu Insecta)	GO:0030381
sperm mitochondrion organization and biogenesis	GO:0030382
host-pathogen interaction	GO:0030383
phosphoinositide metabolism	GO:0030384
fructose 1\,6-bisphosphate metabolism	GO:0030388
fructosamine metabolism	GO:0030389
fructosamine biosynthesis	GO:0030391
fructosamine catabolism	GO:0030392
fructoselysine metabolism	GO:0030393
fructoseglycine metabolism	GO:0030394
membrane degradation	GO:0030397
peroxisomal membrane degradation	GO:0030398
autophagic membrane degradation	GO:0030399
methylamine metabolism	GO:0030416
nicotianamine metabolism	GO:0030417
nicotianamine biosynthesis	GO:0030418
nicotianamine catabolism	GO:0030419
establishment of competence for transformation	GO:0030420
defecation	GO:0030421
RNA interference\, production of guide RNAs	GO:0030422
RNA interference\, targeting of mRNA for destruction	GO:0030423
sleep	GO:0030431
peristalsis	GO:0030432
ER-associated protein catabolism	GO:0030433
sporulation	GO:0030435
sporulation (sensu Bacteria)	GO:0030436
sporulation (sensu Fungi)	GO:0030437
MAPKKK cascade (sporulation sensu Fungi)	GO:0030438
activation of MAPK (sporulation sensu Fungi)	GO:0030439
activation of MAPKK (sporulation sensu Fungi)	GO:0030440
activation of MAPKKK (sporulation sensu Fungi)	GO:0030441
inactivation of MAPK (sporulation sensu Fungi)	GO:0030442
nuclear translocation of MAPK (sporulation sensu Fungi)	GO:0030443
filamentous growth	GO:0030447
hyphal growth	GO:0030448
regulation of complement activation	GO:0030449
regulation of complement activation\, classical pathway	GO:0030450
regulation of complement activation\, alternative pathway	GO:0030451
group I intron catabolism	GO:0030452
chromatin silencing at silent mating type cassettes (sensu Fungi)	GO:0030466
establishment and/or maintenance of cell polarity (sensu Fungi)	GO:0030467
establishment of cell polarity (sensu Fungi)	GO:0030468
maintenance of cell polarity (sensu Fungi)	GO:0030469
spore germination (sensu Fungi)	GO:0030470
spindle pole body and microtubule cycle (sensu Fungi)	GO:0030471
mitotic spindle assembly (sensu Fungi)	GO:0030472
nuclear migration (sensu Fungi)	GO:0030473
spindle pole body duplication (sensu Fungi)	GO:0030474
spindle pole body separation (sensu Fungi)	GO:0030475
spore wall assembly (sensu Fungi)	GO:0030476
tRNA methylation	GO:0030488
processing of 27S pre-rRNA	GO:0030489
processing of 20S pre-rRNA	GO:0030490
heteroduplex formation	GO:0030491
bacteriochlorophyll metabolism	GO:0030493
bacteriochlorophyll biosynthesis	GO:0030494
bacteriochlorophyll catabolism	GO:0030495
fatty acid elongation	GO:0030497
regulation of bone mineralization	GO:0030500
positive regulation of bone mineralization	GO:0030501
negative regulation of bone mineralization	GO:0030502
regulation of redox homeostasis	GO:0030503
inorganic diphosphate transport	GO:0030505
BMP receptor signaling pathway	GO:0030509
regulation of BMP signaling pathway	GO:0030510
positive regulation of TGFbeta receptor signaling pathway	GO:0030511
negative regulation of TGFbeta receptor signaling pathway	GO:0030512
positive regulation of BMP signaling pathway	GO:0030513
negative regulation of BMP signaling pathway	GO:0030514
