ribosomal chaperone activity	GO:0000005
oxidoreductase activity\, acting on the CH-CH group of donors\, iron-sulfur protein as acceptor	GO:0016636
oxidoreductase activity\, acting on the CH-CH group of donors\, other acceptors	GO:0016637
oxidoreductase activity\, acting on the CH-NH2 group of donors	GO:0016638
oxidoreductase activity\, acting on the CH-NH2 group of donors\, NAD or NADP as acceptor	GO:0016639
oxidoreductase activity\, acting on the CH-NH2 group of donors\, cytochrome as acceptor	GO:0016640
oxidoreductase activity\, acting on the CH-NH2 group of donors\, oxygen as acceptor	GO:0016641
oxidoreductase activity\, acting on the CH-NH2 group of donors\, disulfide as acceptor	GO:0016642
oxidoreductase activity\, acting on the CH-NH2 group of donors\, iron-sulfur protein as acceptor	GO:0016643
oxidoreductase activity\, acting on the CH-NH2 group of donors\, other acceptors	GO:0016644
oxidoreductase activity\, acting on the CH-NH group of donors	GO:0016645
oxidoreductase activity\, acting on the CH-NH group of donors\, NAD or NADP as acceptor	GO:0016646
oxidoreductase activity\, acting on the CH-NH group of donors\, oxygen as acceptor	GO:0016647
oxidoreductase activity\, acting on the CH-NH group of donors\, disulfide as acceptor	GO:0016648
oxidoreductase activity\, acting on the CH-NH group of donors\, quinone or similar compound as acceptor	GO:0016649
oxidoreductase activity\, acting on the CH-NH group of donors\, other acceptors	GO:0016650
oxidoreductase activity\, acting on NADH or NADPH	GO:0016651
oxidoreductase activity\, acting on NADH or NADPH\, NAD or NADP as acceptor	GO:0016652
oxidoreductase activity\, acting on NADH or NADPH\, heme protein as acceptor	GO:0016653
oxidoreductase activity\, acting on NADH or NADPH\, disulfide as acceptor	GO:0016654
oxidoreductase activity\, acting on NADH or NADPH\, quinone or similar compound as acceptor	GO:0016655
monodehydroascorbate reductase (NADH) activity	GO:0016656
oxidoreductase activity\, acting on NADH or NADPH\, nitrogenous group as acceptor	GO:0016657
oxidoreductase activity\, acting on NADH or NADPH\, other acceptor	GO:0016659
oxidoreductase activity\, acting on other nitrogenous compounds as donors	GO:0016661
oxidoreductase activity\, acting on other nitrogenous compounds as donors\, cytochrome as acceptor	GO:0016662
oxidoreductase activity\, acting on other nitrogenous compounds as donors\, oxygen as acceptor	GO:0016663
oxidoreductase activity\, acting on other nitrogenous compounds as donors\, iron-sulfur protein as acceptor	GO:0016664
oxidoreductase activity\, acting on other nitrogenous compounds as donors\, other acceptors	GO:0016665
nitrite reductase activity	GO:0016666
oxidoreductase activity\, acting on sulfur group of donors	GO:0016667
oxidoreductase activity\, acting on sulfur group of donors\, NAD or NADP as acceptor	GO:0016668
oxidoreductase activity\, acting on sulfur group of donors\, cytochrome as acceptor	GO:0016669
oxidoreductase activity\, acting on sulfur group of donors\, oxygen as acceptor	GO:0016670
oxidoreductase activity\, acting on sulfur group of donors\, disulfide as acceptor	GO:0016671
oxidoreductase activity\, acting on sulfur group of donors\, quinone or similar compound as acceptor	GO:0016672
oxidoreductase activity\, acting on sulfur group of donors\, iron-sulfur protein as acceptor	GO:0016673
oxidoreductase activity\, acting on sulfur group of donors\, other acceptors	GO:0016674
oxidoreductase activity\, acting on heme group of donors	GO:0016675
oxidoreductase activity\, acting on heme group of donors\, oxygen as acceptor	GO:0016676
oxidoreductase activity\, acting on heme group of donors\, nitrogenous group as acceptor	GO:0016677
oxidoreductase activity\, acting on heme group of donors\, other acceptors	GO:0016678
oxidoreductase activity\, acting on diphenols and related substances as donors	GO:0016679
oxidoreductase activity\, acting on diphenols and related substances as donors\, NAD or NADP as acceptor	GO:0016680
oxidoreductase activity\, acting on diphenols and related substances as donors\, cytochrome as acceptor	GO:0016681
oxidoreductase activity\, acting on diphenols and related substances as donors\, oxygen as acceptor	GO:0016682
oxidoreductase activity\, acting on diphenols and related substances as donors\, other acceptors	GO:0016683
oxidoreductase activity\, acting on peroxide as acceptor	GO:0016684
eosinophil peroxidase activity	GO:0016685
lactoperoxidase activity	GO:0016686
myeloperoxidase activity	GO:0016687
L-ascorbate peroxidase activity	GO:0016688
manganese peroxidase activity	GO:0016689
diarylpropane peroxidase activity	GO:0016690
chloride peroxidase activity	GO:0016691
NADH peroxidase activity	GO:0016692
secretory plant peroxidase activity	GO:0016693
bacterial catalase-peroxidase activity	GO:0016694
oxidoreductase activity\, acting on hydrogen as donor	GO:0016695
oxidoreductase activity\, acting on hydrogen as donor\, NAD or NADP as acceptor	GO:0016696
oxidoreductase activity\, acting on hydrogen as donor\, cytochrome as acceptor	GO:0016697
oxidoreductase activity\, acting on hydrogen as donor\, iron-sulfur protein as acceptor	GO:0016699
oxidoreductase activity\, acting on hydrogen as donor\, other acceptors	GO:0016700
oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen	GO:0016701
oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen\, incorporation of two atoms of oxygen	GO:0016702
oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen\, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)	GO:0016703
oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen\, miscellaneous	GO:0016704
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen	GO:0016705
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, 2-oxoglutarate as one donor\, and incorporation of one atom each of oxygen into both donors	GO:0016706
gibberellin 3-beta-dioxygenase activity	GO:0016707
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, NAD or NADH as one donor\, and incorporation of two atoms of oxygen into one donor	GO:0016708
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, NAD or NADH as one donor\, and incorporation of one atom of oxygen	GO:0016709
trans-cinnamate 4-monooxygenase activity	GO:0016710
flavonoid 3'-monooxygenase activity	GO:0016711
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced flavin or flavoprotein as one donor\, and incorporation of one atom of oxygen	GO:0016712
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced iron-sulfur protein as one donor\, and incorporation of one atom of oxygen	GO:0016713
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced pteridine as one donor\, and incorporation of one atom of oxygen	GO:0016714
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced ascorbate as one donor\, and incorporation of one atom of oxygen	GO:0016715
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, another compound as one donor\, and incorporation of one atom of oxygen	GO:0016716
oxidoreductase activity\, acting on paired donors\, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717
oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, miscellaneous	GO:0016718
carotene 7\,8-desaturase activity	GO:0016719
D12-fatty acid dehydrogenase activity	GO:0016720
oxidoreductase activity\, acting on superoxide radicals as acceptor	GO:0016721
oxidoreductase activity\, oxidizing metal ions	GO:0016722
oxidoreductase activity\, oxidizing metal ions\, NAD or NADP as acceptor	GO:0016723
oxidoreductase activity\, oxidizing metal ions\, oxygen as acceptor	GO:0016724
oxidoreductase activity\, acting on CH2 groups	GO:0016725
oxidoreductase activity\, acting on CH2 groups\, NAD or NADP as acceptor	GO:0016726
oxidoreductase activity\, acting on CH2 groups\, oxygen as acceptor	GO:0016727
oxidoreductase activity\, acting on CH2 groups\, disulfide as acceptor	GO:0016728
oxidoreductase activity\, acting on CH2 groups\, other acceptors	GO:0016729
oxidoreductase activity\, acting on iron-sulfur proteins as donors	GO:0016730
oxidoreductase activity\, acting on reduced ferredoxin as donor\, NAD or NADP as acceptor	GO:0016731
oxidoreductase activity\, acting on reduced ferredoxin as donor\, dinitrogen as acceptor	GO:0016732
iron-iron nitrogenase activity	GO:0016733
molybdenum-iron nitrogenase activity	GO:0016734
vanadium-iron nitrogenase activity	GO:0016735
oxidoreductase activity\, acting on reduced ferredoxin as donor\, hydrogen ions as acceptors	GO:0016736
oxidoreductase activity\, acting on reduced flavodoxin as donor	GO:0016737
oxidoreductase activity\, acting on reduced flavodoxin as donor\, dinitrogen as acceptor	GO:0016738
oxidoreductase activity\, acting on other substrates	GO:0016739
transferase activity	GO:0016740
transferase activity\, transferring one-carbon groups	GO:0016741
hydroxymethyl-\, formyl- and related transferase activity	GO:0016742
carboxyl- and carbamoyltransferase activity	GO:0016743
transferase activity\, transferring aldehyde or ketonic groups	GO:0016744
transketolase and transaldolase activity	GO:0016745
transferase activity\, transferring acyl groups	GO:0016746
transferase activity\, transferring groups other than amino-acyl groups	GO:0016747
succinyltransferase activity	GO:0016748
N-succinyltransferase activity	GO:0016749
O-succinyltransferase activity	GO:0016750
S-succinyltransferase activity	GO:0016751
sinapoyltransferase activity	GO:0016752
O-sinapoyltransferase activity	GO:0016753
sinapoylglucose-malate O-sinapoyltransferase activity	GO:0016754
transferase activity\, transferring amino-acyl groups	GO:0016755
glutathione gamma-glutamylcysteinyltransferase activity	GO:0016756
transferase activity\, transferring glycosyl groups	GO:0016757
transferase activity\, transferring hexosyl groups	GO:0016758
cellulose synthase activity	GO:0016759
cellulose synthase (UDP-forming) activity	GO:0016760
cellulose synthase (GDP-forming) activity	GO:0016761
xyloglucan\:xyloglucosyl transferase activity	GO:0016762
transferase activity\, transferring pentosyl groups	GO:0016763
transferase activity\, transferring other glycosyl groups	GO:0016764
transferase activity\, transferring alkyl or aryl (other than methyl) groups	GO:0016765
geranylgeranyl-diphosphate geranylgeranyltransferase activity	GO:0016767
spermine synthase activity	GO:0016768
transferase activity\, transferring nitrogenous groups	GO:0016769
oximinotransaminase activity	GO:0016770
transferase activity\, transferring other nitrogenous groups	GO:0016771
transferase activity\, transferring phosphorus-containing groups	GO:0016772
phosphotransferase activity\, alcohol group as acceptor	GO:0016773
phosphotransferase activity\, carboxyl group as acceptor	GO:0016774
phosphotransferase activity\, nitrogenous group as acceptor	GO:0016775
phosphotransferase activity\, phosphate group as acceptor	GO:0016776
phosphotransferase activity\, with regeneration of donors\, apparently catalyzing intramolecular transfers	GO:0016777
diphosphotransferase activity	GO:0016778
nucleotidyltransferase activity	GO:0016779
phosphotransferase activity\, for other substituted phosphate groups	GO:0016780
phosphotransferase activity\, paired acceptors	GO:0016781
transferase activity\, transferring sulfur-containing groups	GO:0016782
sulfurtransferase activity	GO:0016783
3-mercaptopyruvate sulfurtransferase activity	GO:0016784
transferase activity\, transferring selenium-containing groups	GO:0016785
selenotransferase activity	GO:0016786
hydrolase activity	GO:0016787
hydrolase activity\, acting on ester bonds	GO:0016788
carboxylic ester hydrolase activity	GO:0016789
thiolester hydrolase activity	GO:0016790
phosphoric monoester hydrolase activity	GO:0016791
triphosphoric monoester hydrolase activity	GO:0016793
diphosphoric monoester hydrolase activity	GO:0016794
phosphoric triester hydrolase activity	GO:0016795
exonuclease activity\, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	GO:0016796
exonuclease activity\, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	GO:0016797
hydrolase activity\, acting on glycosyl bonds	GO:0016798
hydrolase activity\, hydrolyzing N-glycosyl compounds	GO:0016799
hydrolase activity\, hydrolyzing S-glycosyl compounds	GO:0016800
hydrolase activity\, acting on ether bonds	GO:0016801
thioether hydrolase activity	GO:0016802
ether hydrolase activity	GO:0016803
prolyl aminopeptidase activity	GO:0016804
dipeptidase activity	GO:0016805
dipeptidyl-peptidase and tripeptidyl-peptidase activity	GO:0016806
cysteine-type carboxypeptidase activity	GO:0016807
proprotein convertase activity	GO:0016808
hydrolase activity\, acting on carbon-nitrogen (but not peptide) bonds	GO:0016810
hydrolase activity\, acting on carbon-nitrogen (but not peptide) bonds\, in linear amides	GO:0016811
hydrolase activity\, acting on carbon-nitrogen (but not peptide) bonds\, in cyclic amides	GO:0016812
hydrolase activity\, acting on carbon-nitrogen (but not peptide) bonds\, in linear amidines	GO:0016813
hydrolase activity\, acting on carbon-nitrogen (but not peptide) bonds\, in cyclic amidines	GO:0016814
