chip_vendor	chip_type	create_date	genome-species	genome-version	netaffx-annotation-netaffx-build	probeset_id	gene_symbol	gene_desc	chr_location	strand	refseq_accn
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212155_at	RNF187	ring finger protein 187	chr1q42.13	-	NP_001010858
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212156_at	VPS39	vacuolar protein sorting 39 homolog (S. cerevisiae)	chr15q15.1	-	NP_056104
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212157_at	SDC2	syndecan 2	chr8q22-q23	-	NP_002989
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212158_at	SDC2	syndecan 2	chr8q22-q23	-	NP_002989
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212159_x_at	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	chr11p15.5	-	NP_001229766|NP_036437
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212160_at	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)	chr12q14.2	-	NP_009166
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212161_at	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	chr11p15.5	-	NP_001229766|NP_036437
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212162_at	KIDINS220	kinase D-interacting substrate, 220kDa	chr2p24	-	NP_065789
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212163_at	KIDINS220	kinase D-interacting substrate, 220kDa	chr2p24	-	NP_065789
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212164_at	TMEM183A|TMEM183B	transmembrane protein 183A|transmembrane protein 183B	chr1q32.1 /// chr3q25.1	-	NP_001073277|NP_612400
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212165_at	TMEM183A|TMEM183B	transmembrane protein 183A|transmembrane protein 183B	chr1q32.1 /// chr3q25.1	-	NP_001073277|NP_612400
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212166_at	XPO7	exportin 7	chr8p21	-	NP_055839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212167_s_at	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	chr22q11.23|22q11	-	NP_001007469|NP_003064
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212168_at	RBM12	RNA binding motif protein 12	chr20q11.21	-	NP_001185767|NP_001185769|NP_006038|NP_690051
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212169_at	FKBP9	FK506 binding protein 9, 63 kDa	chr7p11.1	-	NP_009201
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212170_at	RBM12	RNA binding motif protein 12	chr20q11.21	-	NP_001185767|NP_001185769|NP_006038|NP_690051
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212171_x_at	VEGFA	vascular endothelial growth factor A	chr6p12	-	NP_001020537|NP_001020538|NP_001020539|NP_001020540|NP_001020541|NP_001028928|NP_001165093|NP_001165094|NP_001165095|NP_001165096|NP_001165097|NP_001165098|NP_001165099|NP_001165100|NP_001165101|NP_001191313|NP_001191314|NP_003367
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212172_at	AK2	adenylate kinase 2	chr1p34	-	NP_001186128|NP_001616|NP_037543
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212173_at	AK2	adenylate kinase 2	chr1p34	-	NP_001186128|NP_001616|NP_037543
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212174_at	AK2	adenylate kinase 2	chr1p34	-	NP_001186128|NP_001616|NP_037543
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212175_s_at	AK2	adenylate kinase 2	chr1p34	-	NP_001186128|NP_001616|NP_037543
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212176_at	PNISR	PNN-interacting serine/arginine-rich protein	chr6q16.3	-	NP_056306|NP_116259
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212177_at	PNISR	PNN-interacting serine/arginine-rich protein	chr6q16.3	-	NP_056306|NP_116259
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212178_s_at	POM121|POM121C	POM121 transmembrane nucleoporin|POM121 transmembrane nucleoporin C	chr7q11.2 /// chr7q11.23	-	NP_001092885|NP_001244119|NP_742017
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212179_at	PNISR	PNN-interacting serine/arginine-rich protein	chr6q16.3	-	NP_056306|NP_116259
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212180_at	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	chr22q11.21	-	NP_005198
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212181_s_at	NUDT4|NUDT4P1	nudix (nucleoside diphosphate linked moiety X)-type motif 4|nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	chr12q21 /// chr1q21.1	-	NP_061967|NP_950241
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212182_at	NUDT4|NUDT4P1	nudix (nucleoside diphosphate linked moiety X)-type motif 4|nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	chr12q21 /// chr1q21.1	-	NP_061967|NP_950241
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212183_at	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	chr12q21	-	NP_061967|NP_950241
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212184_s_at	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	chr6q25.1	-	NP_055908
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212185_x_at	MT2A	metallothionein 2A	chr16q13	-	NP_005944
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212186_at	ACACA	acetyl-CoA carboxylase alpha	chr17q21	-	NP_942131|NP_942133|NP_942134|NP_942135|NP_942136
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212187_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	chr9q34.2-q34.3	-	NP_000945
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212188_at	KCTD12	potassium channel tetramerisation domain containing 12	chr13q22.3	-	NP_612453
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212189_s_at	COG4	component of oligomeric golgi complex 4	chr16q22.1	-	NP_001182068|NP_056201
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212190_at	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	chr2q33-q35	-	NP_001130000|NP_001130002|NP_006207
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212191_x_at	RPL13|SNORD68	ribosomal protein L13|small nucleolar RNA, C/D box 68	chr16q24.3 /// chr16q24.3|17p11.2	-	NP_000968|NP_001230059|NP_001230060|NP_150254
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212192_at	KCTD12	potassium channel tetramerisation domain containing 12	chr13q22.3	-	NP_612453
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212193_s_at	LARP1	La ribonucleoprotein domain family, member 1	chr5q33.2	-	NP_056130
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212194_s_at	TM9SF4	transmembrane 9 superfamily protein member 4	chr20q11.21	-	NP_055557
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212195_at	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	chr5q11.2	-	NP_001177910|NP_002175|NP_786943
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212196_at	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	chr5q11.2	-	NP_001177910|NP_002175|NP_786943
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212197_x_at	MPRIP	myosin phosphatase Rho interacting protein	chr17p11.2	-	NP_055949|NP_958431
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212198_s_at	TM9SF4	transmembrane 9 superfamily protein member 4	chr20q11.21	-	NP_055557
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212199_at	MRFAP1L1	Morf4 family associated protein 1-like 1	chr4p16.1	-	NP_982287
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212200_at	ANKLE2	ankyrin repeat and LEM domain containing 2	chr12q24.33	-	NP_055929
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212201_at	ANKLE2	ankyrin repeat and LEM domain containing 2	chr12q24.33	-	NP_055929
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212202_s_at	TMEM87A	transmembrane protein 87A	chr15q15.1	-	NP_001103973|NP_056312
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212203_x_at	IFITM3	interferon induced transmembrane protein 3	chr11p15.5	-	NP_066362
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212204_at	TMEM87A	transmembrane protein 87A	chr15q15.1	-	NP_001103973|NP_056312
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212205_at	H2AFV	H2A histone family, member V	chr7p13	-	NP_036544|NP_619541|NP_958844|NP_958924|NP_958925
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212206_s_at	H2AFV	H2A histone family, member V	chr7p13	-	NP_036544|NP_619541|NP_958844|NP_958924|NP_958925
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212207_at	MED13L	mediator complex subunit 13-like	chr12q24.21	-	NP_056150
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212208_at	MED13L	mediator complex subunit 13-like	chr12q24.21	-	NP_056150
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212209_at	MED13L	mediator complex subunit 13-like	chr12q24.21	-	NP_056150
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212210_at	INTS1	integrator complex subunit 1	chr7p22.3	-	NP_001073922
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212211_at	ANKRD17	ankyrin repeat domain 17	chr4q13.3	-	NP_115593|NP_942592
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212212_s_at	INTS1	integrator complex subunit 1	chr7p22.3	-	NP_001073922
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212213_x_at	OPA1	optic atrophy 1 (autosomal dominant)	chr3q28-q29	-	NP_056375|NP_570844|NP_570845|NP_570846|NP_570847|NP_570848|NP_570849|NP_570850
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212214_at	OPA1	optic atrophy 1 (autosomal dominant)	chr3q28-q29	-	NP_056375|NP_570844|NP_570845|NP_570846|NP_570847|NP_570848|NP_570849|NP_570850
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212215_at	PREPL	prolyl endopeptidase-like	chr2p21	-	NP_001035844|NP_001035845|NP_001165074|NP_001165077|NP_001165084|NP_001165088|NP_006027
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212216_at	PREPL	prolyl endopeptidase-like	chr2p21	-	NP_001035844|NP_001035845|NP_001165074|NP_001165077|NP_001165084|NP_001165088|NP_006027
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212217_at	PREPL	prolyl endopeptidase-like	chr2p21	-	NP_001035844|NP_001035845|NP_001165074|NP_001165077|NP_001165084|NP_001165088|NP_006027
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212218_s_at	FASN	fatty acid synthase	chr17q25	-	NP_004095
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212219_at	PSME4	proteasome (prosome, macropain) activator subunit 4	chr2p16.2	-	NP_055429
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212220_at	PSME4	proteasome (prosome, macropain) activator subunit 4	chr2p16.2	-	NP_055429
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212221_x_at	IDS	iduronate 2-sulfatase	chrXq28	-	NP_000193|NP_001160022|NP_006114
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212222_at	PSME4	proteasome (prosome, macropain) activator subunit 4	chr2p16.2	-	NP_055429
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212223_at	IDS	iduronate 2-sulfatase	chrXq28	-	NP_000193|NP_001160022|NP_006114
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212224_at	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	chr9q21.13	-	NP_000680
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212225_at	EIF1	eukaryotic translation initiation factor 1	chr17q21.2	-	NP_005792
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212226_s_at	PPAP2B	phosphatidic acid phosphatase type 2B	chr1p32.2	-	NP_003704
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212227_x_at	EIF1	eukaryotic translation initiation factor 1	chr17q21.2	-	NP_005792
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212228_s_at	COQ9	coenzyme Q9 homolog (S. cerevisiae)	chr16q21	-	NP_064708
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212229_s_at	FBXO21	F-box protein 21	chr12q24.22	-	NP_055817|NP_296373
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212230_at	PPAP2B	phosphatidic acid phosphatase type 2B	chr1p32.2	-	NP_003704
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212231_at	FBXO21	F-box protein 21	chr12q24.22	-	NP_055817|NP_296373
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212232_at	FNBP4	formin binding protein 4	chr11p11.2	-	NP_056123
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212233_at	MAP1B	microtubule-associated protein 1B	chr5q13	-	NP_005900
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212234_at	ASXL1	additional sex combs like 1 (Drosophila)	chr20q11	-	NP_001158075|NP_056153
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212235_at	PLXND1	plexin D1	chr3q22.1	-	NP_055918
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212236_x_at	JUP|KRT17	junction plakoglobin|keratin 17	chr17q21 /// chr17q21.2	-	NP_000413|NP_002221|NP_068831
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212237_at	ASXL1	additional sex combs like 1 (Drosophila)	chr20q11	-	NP_001158075|NP_056153
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212238_at	ASXL1	additional sex combs like 1 (Drosophila)	chr20q11	-	NP_001158075|NP_056153
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212239_at	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	chr5q13.1	-	NP_001229395|NP_852556|NP_852664|NP_852665
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212240_s_at	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	chr5q13.1	-	NP_001229395|NP_852556|NP_852664|NP_852665
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212241_at	GCOM1|MYZAP|POLR2M	GRINL1A complex locus 1|myocardial zonula adherens protein|polymerase (RNA) II (DNA directed) polypeptide M	chr15q21.3	-	NP_001018100|NP_001018101|NP_001018110|NP_001018112|NP_056347|NP_689664
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212242_at	TUBA4A	tubulin, alpha 4a	chr2q35	-	NP_005991
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212243_at	GCOM1|POLR2M	GRINL1A complex locus 1|polymerase (RNA) II (DNA directed) polypeptide M	chr15q21.3	-	NP_001018100|NP_001018101|NP_001018112|NP_056347
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212244_at	GCOM1|POLR2M	GRINL1A complex locus 1|polymerase (RNA) II (DNA directed) polypeptide M	chr15q21.3	-	NP_001018100|NP_001018101|NP_001018112|NP_056347
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212245_at	MCFD2	multiple coagulation factor deficiency 2	chr2p21	-	NP_001164977|NP_001164978|NP_001164979|NP_001164980|NP_001164981|NP_001164982|NP_644808
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212246_at	MCFD2	multiple coagulation factor deficiency 2	chr2p21	-	NP_001164977|NP_001164978|NP_001164979|NP_001164980|NP_001164981|NP_001164982|NP_644808
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212247_at	NUP205	nucleoporin 205kDa	chr7q33	-	NP_055950
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212248_at	MTDH	metadherin	chr8q22.1	-	NP_848927
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212249_at	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	chr5q13.1	-	NP_001229395|NP_852556|NP_852664|NP_852665
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212250_at	MTDH	metadherin	chr8q22.1	-	NP_848927
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212251_at	MTDH	metadherin	chr8q22.1	-	NP_848927
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212252_at	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	chr12q24.2	-	NP_006540|NP_705719|NP_705720|NP_757363|NP_757364|NP_757365|NP_757380
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212253_x_at	DST|LOC100652766	dystonin|dystonin-like	chr6p12.1	-	NP_001714|NP_056363|XP_003403486|XP_003403841
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212254_s_at	DST|LOC100652766	dystonin|dystonin-like	chr6p12.1	-	NP_001714|NP_056363|XP_003403486|XP_003403841
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212255_s_at	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	chr3q22.1	-	NP_001001485|NP_001001486|NP_001001487|NP_001186108|NP_001186109|NP_001186110|NP_001186111|NP_001186112|NP_001186113|NP_001186114|NP_055197
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212256_at	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	chr5q33.2	-	NP_938080
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212257_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	chr9p22.3	-	NP_003061|NP_620614
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212258_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	chr9p22.3	-	NP_003061|NP_620614
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212259_s_at	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	chr1q21.3	-	NP_065385
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212260_at	GIGYF2	GRB10 interacting GYF protein 2	chr2q37.1	-	NP_001096616|NP_001096617|NP_001096618|NP_056390
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212261_at	GIGYF2	GRB10 interacting GYF protein 2	chr2q37.1	-	NP_001096616|NP_001096617|NP_001096618|NP_056390
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212262_at	QKI	QKI, KH domain containing, RNA binding	chr6q26	-	NP_006766|NP_996735|NP_996736|NP_996737
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212263_at	QKI	QKI, KH domain containing, RNA binding	chr6q26	-	NP_006766|NP_996735|NP_996736|NP_996737
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212264_s_at	WAPAL	wings apart-like homolog (Drosophila)	chr10q23.2	-	NP_055860
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212265_at	QKI	QKI, KH domain containing, RNA binding	chr6q26	-	NP_006766|NP_996735|NP_996736|NP_996737
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212266_s_at	SRSF5	serine/arginine-rich splicing factor 5	chr14q24	-	NP_001034554|NP_008856
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212267_at	WAPAL	wings apart-like homolog (Drosophila)	chr10q23.2	-	NP_055860
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212268_at	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	chr6p25	-	NP_109591
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212269_s_at	MCM3AP	minichromosome maintenance complex component 3 associated protein	chr21q22.3	-	NP_003897
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212270_x_at	RPL17|RPL17-C18ORF32	ribosomal protein L17|RPL17-C18orf32 readthrough	chr18q /// chr18q21	-	NP_000976|NP_001030178|NP_001186269|NP_001186270|NP_001186271|NP_001186272|NP_001186273|NP_001186274|NP_001186284|NP_001186285
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212271_at	MAPK1	mitogen-activated protein kinase 1	chr22q11.21	-	NP_002736|NP_620407
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212272_at	LPIN1	lipin 1	chr2p25.1	-	NP_001248356|NP_001248357|NP_001248358|NP_663731
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212273_x_at	GNAS	GNAS complex locus	chr20q13.3	-	NP_000507|NP_001070956|NP_001070957|NP_001070958|NP_057676|NP_536350|NP_536351
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212274_at	LPIN1	lipin 1	chr2p25.1	-	NP_001248356|NP_001248357|NP_001248358|NP_663731
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212275_s_at	SRCAP	Snf2-related CREBBP activator protein	chr16p11.2	-	NP_006653
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212276_at	LPIN1	lipin 1	chr2p25.1	-	NP_001248356|NP_001248357|NP_001248358|NP_663731
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212277_at	MTMR4	myotubularin related protein 4	chr17q22-q23	-	NP_004678
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212278_x_at	UBE3A	ubiquitin protein ligase E3A	chr15q11.2	-	NP_000453|NP_570853|NP_570854
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212279_at	TMEM97	transmembrane protein 97	chr17q11.2	-	NP_055388
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	212280_x_at	ATG4B	autophagy related 4B, cysteine peptidase	chr2q37.3	-	NP_037457|NP_847896
