CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P134295	7	2063740	2063860	NUDT1	0.091603582	0.549834747	0.107063692		0.091885667	0.357407052	0.130689495
A_23_P157066	7	2193480	2193600	EIF3S9	0.210410566	0.162078707	0.129869125	0.122461464		-0.02036594	0.094650528
A_23_P310421	7	2247196	2247316	CHST12	0.052124264	0.796131827		0.532748528	0.397941622	0.512033861	0.390205008
A_23_P8452	7	2341151	2341271	LFNG_HUMAN	0.228418003	0.834345304		0.516459501	0.398350225	0.443155676	0.150161018
A_23_P251896	7	2350727	2350847	C7orf27	0.190685303	0.479821896			0.015549859	0.197032153	0.274724652
A_23_P399756	7	2417709	2417829	IQCE	0.095743057	0.274327078		0.375537709	0.432873367	0.245913922	0.440237153
A_23_P59517	7	2424852	2424972	Q9UPX7	0.203832545	0.211399098	-0.007267584	0.035559393	-0.075095545	0.060700227	-0.003755513
A_23_P19852	7	2427450	2427570	Q9UPX7	0.053863147	0.784345364	-0.169502445	0.56584298	0.611634961	0.153110815	0.272654994
A_23_P215269	7	2542791	2542911	GNA12	0.278566688	0.245468828		0.08047963	-0.331301409	-0.060548342	0.475191384
A_23_P354270	7	2544486	2544606	GNA12		0.262116413		-0.073352146	-0.358971187	0.190031142	0.402252567
A_23_P82327	7	2725032	2725152	CARD11	0.144687484	0.283191036		0.245083398		0.256837117	0.112396664
A_23_P93722	7	4081542	4081662	Q8TEP5		-0.014717818	0.025230293	0.183207077	0.667840816	-0.008837244	-0.066581876
A_23_P146027	7	4575870	4575990		0.123379014	0.410640642	-0.529918815	0.090449687	0.008666187	0.270229879	0.02687031
A_23_P134637	7	4604024	4604144	Q8N3X2	0.190921472	0.264132943	0.428390205	0.310704497	0.043276851	0.180036844	0.062392529
A_23_P111860	7	4611970	4612090	FLJ10324	0.171193056	0.364987174	-0.025272422	0.130277083	0.156715401	0.313208478	0.301133866
A_23_P258956	7	4673033	4673153	FLJ10324	0.132567784	0.472931647	0.091595598	0.348349612	0.162979082	0.28847541	0.230006637
A_23_P330301	7	4719213	4719333	MMD2	0.239445088	0.540485397	0.298595618	0.30188553	0.045475979	0.322789613	0.19162615
A_23_P123242	7	4879818	4879938	RBAK	0.361511115	0.703876531	-0.004891693	0.694432683	0.03542785	0.206830943	0.336645983
A_23_P215421	7	5044365	5044485	DKFZP434J154	0.022116949	1.288773986	0.37705566	1.091219335	0.925417409	0.285529238	0.134567908
A_23_P19922	7	5302006	5302126	FBXL18	0.44563563						0.306074086
A_23_P423957	7	5313329	5313449	FBXL18	-0.031541067	0.194161294		0.173015175	0.138483136	0.153643253	0.084845366
A_23_P42724	7	5527862	5527982	TRIAD3	0.181247878	1.173159939	0.541006699	1.004636856	0.702787883	0.403993468	-0.059428579
A_23_P70989	7	5836446	5836566	JTV1	0.175294285	0.508344221	0.286336383	0.476164622	0.061054158	0.324988369	0.022157768
A_23_P251173	7	5836913	5837033	HRI	0.257723635	0.4873252	-0.089947893	0.169425786	-0.132707297	0.297650436	0.222403036
A_23_P82394	7	5973611	5973731		0.266926381	1.000284424		0.554779839	0.284121745	0.562889215	0.31266687
A_23_P111593	7	5977271	5977391	PSCD3	0.269606299	0.372543221		0.152369067	-0.053710265	0.17461711	
A_23_P42738	7	6142542	6142662	MGC12966	0.096484964	0.609234129	-0.568313754		0.229113007	0.008855331	-0.231648804
A_23_P215406	7	6216192	6216312	RAC1	-0.303454912	0.522882886	0.300282164		-0.403539582	0.130073145	0.167632975
A_23_P8532	7	6222202	6222322	LOC221955	0.087516855	0.730472887	0.343682997			0.347050721	0.328363439
A_23_P19938	7	6275640	6275760	KDELR2	0.077048482	0.704036593	0.239897507	0.238010865	0.146318288	0.504350374	0.234949314
A_23_P134376	7	6297643	6297763	Q9NXD8	0.110155426	0.660563539	0.07313566	0.372225227	0.868718819	0.272427983	0.305840508
A_23_P157147	7	6401652	6401772	ZDHHC4	0.305132002		0.853810551	0.072431701	-0.082106035	0.114059132	0.382025013
A_23_P168541	7	6421162	6421282	C7orf26	0.187254462	0.19060118	0.061799199		0.146365297	0.138471166	-0.018754222
A_23_P31333	7	6503311	6503431	ZNF12	-0.000304212	0.677950136	0.235008916		-0.080437525	0.458901032	0.263034678
A_23_P252145	7	7056744	7056864	C1GALT1	0.215283511	-0.084438544	0.029919375	0.016655341		0.274162953	0.058016657
A_23_P93808	7	7171200	7171320		0.033271414	0.267245382	0.235671444	-0.037393037	-0.150006746	0.231185599	0.122167761
A_23_P59602	7	7409175	7409295	FLJ20323	0.16910091	0.562975506				0.474227301	0.303983915
A_23_P70998	7	7691898	7692018		-0.060142253	0.409154839	-0.227468099	0.248289982	0.000241459	0.147836359	0.22546011
A_23_P82402	7	7899486	7899606	Q86VQ1	0.37968012	0.481914262	-0.366246692		0.179370702	0.056105247	0.353833091
A_23_P215419	7	7926745	7926865	ICA1	0.341713464	0.387181086	-0.016125731	0.102082865	-0.118312586	0.288645557	0.175196532
A_23_P111604	7	8565279	8565399	NXPH1	0.211614	0.135611547			-0.039710953	-0.053931473	-0.129282766
A_23_P104579	7	10289603	10289723		0.008206065	-0.092153542	-0.562450902	0.058937201	-0.006055277	-0.12425795	
A_23_P134384	7	10915678	10915798	PHFE_HUMAN	0.296427517	0.751726456	0.400887823	0.266432957	0.10802846	0.451268692	0.139433363
A_23_P95741	7	11189400	11189520	Q9UPZ6	0.00809066	0.492541616	0.184195205	0.278359515	0.137165055	0.143359855	-0.016643289
A_23_P8522	7	12045305	12045425	FLJ11273	-0.107837544	0.25782881	-0.145417781	0.307784398	-0.077575993	0.364242462	0.12868533
A_23_P381505	7	12201937	12202057	Q8N2E2	0.223754388	0.533430265	0.13933719	0.25183347		0.380816216	0.353177948
A_23_P157136	7	12465522	12465642	SCIN	0.237952323	0.512730084			0.041985744	0.237398238	0.166181993
A_23_P134366	7	13708634	13708754	ETV1	0.225954617	0.414859251			-0.181974885	0.351132172	0.207565335
A_23_P61919	7	13960607	13960727	DGKB	0.169657741	0.095313873	-0.458065493	-0.55350764	-0.223879339	0.231752284	0.058844103
A_23_P136116	7	15178345	15178465	FLJ16237	0.186063027	0.813425888	0.513137921	0.257042199	0.218527791	0.505721604	0.084137488
A_23_P215559	7	15425281	15425401	MEOX2	0.200989263	0.66819602		0.234694957			
A_23_P145841	7	16275172	16275292	SOSTDC1	0.632561435	0.573375492	-0.099887564	0.459752938	0.33088295	0.152510151	0.080051882
A_23_P147439	7	16398767	16398887		0.293305241	0.389796885		0.545637352		0.334583649	0.207683787
A_23_P20002	7	16413291	16413411	ANKMY2	0.356168484	0.433014278	-0.47819109	0.151577306	-0.118962313	0.206868256	
A_23_P157215	7	16519223	16519343	BZW2	0.260573066	0.578205683	0.222955049	0.291682139	0.239188663	0.351975511	0.194656451
A_23_P42811	7	16686587	16686707	BCMP11	0.266353406	0.423649874	-0.132357798	0.11645461	-0.134931538	0.259526028	0.115312927
A_23_P215566	7	17158178	17158298	AHR	0.319750442	0.347709385	-0.25759837	0.116999296	-0.202131226	0.284245919	0.183412904
A_23_P256342	7	17606314	17606434	SNX13	0.161181787	0.963090513	0.256588834	0.921955834	0.602012457	0.285773992	0.27768944
A_23_P412980	7	17606547	17606667	SNX13	0.143043842	0.672448138		0.444536926	-0.014230946	0.355369061	0.268512241
A_23_P418516	7	17839735	17839855	PRPS1L1	0.446008131	0.540669953	-0.351865742	-0.01194987	0.108227203	0.172540419	0.090800083
A_23_P332459	7	18648366	18648486	HDAC9	-0.005720529	0.43400903	0.491798448		0.105326883	0.242832603	0.165139254
A_23_P71067	7	18928679	18928799	TWIST1	-0.087705031	0.341375824	0.220417806	0.200361883	0.222782399	0.058574123	-0.047657656
A_23_P422849	7	18957760	18957880	FERD3L	0.165166629	0.382417075		0.340870866	0.351457718	0.192602316	0.134476222
A_23_P416821	7	19534646	19534766	MGC42090	0.141231604	0.5964247	0.08553773	0.315441235	0.153762815	0.216258376	0.134336764
A_23_P123060	7	20218881	20219001	ITGB8	0.022212024	0.669727303	-0.556363701	0.263052874	0.119656228	0.097059134	0.042535511
A_23_P111662	7	20568321	20568441	ABCB5	0.322953064	0.817801743	0.454228519	0.457646233	0.164671267	0.569858212	0.325232301
A_23_P125301	7	20740145	20740265		-0.022473491	-0.250445682	-0.242113046	-0.095923526	-0.13910206	-0.090452139	-0.058663971
A_23_P82461	7	21258929	21259049	SP4	0.108266303	0.388365581		0.107442904	-0.138999428	0.364896965	0.226594199
A_23_P71064	7	21294782	21294902	SP4	0.192085696	0.817105472		0.39838832	0.140207677	0.51703594	0.326225588
A_23_P253873	7	21714080	21714200	RAM2	0.059378129	0.108600213		-0.084592653	0.138384319	-0.125097137	-0.052658552
A_23_P215505	7	21931512	21931632	RAPGEF5	0.203055797	0.202010944	0.128619923		-0.037495828	0.334129538	0.171167693
A_23_P71037	7	22544386	22544506	IL6	0.344000259	0.540714505		0.028561242	0.354758934	0.363429609	0.287786032
A_23_P252596	7	22682134	22682254		0.41183259	0.696354034	-0.402389648	0.666174942	0.700015754	0.288234009	0.5074453
A_23_P8582	7	22758317	22758437	DRCTNNB1A	0.175303168	0.756364426	0.477665072	0.246666362	0.350507879	0.505859834	0.278089689
A_23_P215517	7	22938564	22938684	KLHL7	0.10300147	-0.164642264		-0.116352808	-0.445197915	0.00310012	-0.093624958
A_23_P324994	7	22987585	22987705	KLHL7	0.145225206	0.933525133	0.234044567	0.484278262	0.510516545	0.538270973	0.284327159
A_23_P123039	7	23012255	23012375	NUPL2	0.301235951	0.825364615	0.258701941	0.635436297	0.501805107	0.370257206	0.227335676
A_23_P134426	7	23087675	23087795	GPNMB	0.324150387	0.768437022	-0.008804102	0.051872232	0.405725809	0.361322542	0.262698572
A_23_P145817	7	23122181	23122301	C7orf30	0.334919468	0.66886089	0.213796858	0.2624562	0.219872377	0.528876915	0.238381886
A_23_P31386	7	23317884	23318004	TRA2A	0.079087178	-0.000191414		0.211317285	0.096088989	-0.053924404	0.082860381
A_23_P168592	7	23455898	23456018	LOC90693	0.080957652	0.500846138	-0.017820115	0.370851758	0.325397894	0.146200557	0.226106063
A_23_P369854	7	23645241	23645361	STK31	0.238223884	0.531407741		0.103679085	0.103539139	0.598099694	0.158222852
A_23_P256470	7	24104463	24104583	NPY	0.123822822	0.486610218		0.292555831	0.381627053	0.171421688	0.263527572
A_23_P71053	7	24492058	24492178	MPP6	0.465710952	0.990079733	-0.038311211	0.505216274	0.337898429	0.37624547	0.141345713
A_23_P82449	7	24511746	24511866	DFNA5	0.230278937	0.690458019	0.41126586	0.126708031	0.1711228	0.347734425	0.276885738
A_23_P215525	7	24613026	24613146	OSBPL3	-0.003508466	-0.208058139	-0.470323759	0.124663164	0.300507963	0.203703346	0.257350205
A_23_P394887	7	24947670	24947790	C7orf31	0.35159128	-0.235349335	-0.035488036	0.455528264	0.306785197	0.230613467	0.221283284
A_23_P59654	7	25039669	25039789	C7orf9	0.359467729	-0.245506018	0.072647257	0.118512215	0.137082412	0.255217117	0.101377726
A_23_P19917	7	26009613	26009733	HNRPA2B1	0.238550173	0.068133058	0.106687144	0.411836938	0.40206481	0.290288347	0.124690199
A_23_P31315	7	26025139	26025259	CBX3	-0.116141624	0.041944246	-0.187902965	0.371325808	0.424725989	0.211635796	0.293064795
A_23_P8513	7	26186915	26187035	SNX10	-0.029604245	-0.011029912	-0.050182429	0.14972901		0.293973134	0.19136016
A_23_P215391	7	26349574	26349694	Y087_HUMAN	0.222086421	0.122208476	0.178144695		0.547538174	0.243336732	0.192514525
A_23_P145752	7	26907048	26907168	HOXA1	0.186421555	-0.077605764	-0.000796172	0.173195201	0.135960983	-0.006468647	0.178377925
A_23_P134353	7	26913066	26913186		0.334272561	0.171331943	0.363832685	0.508191662	0.657113632	0.441314957	0.172255967
A_23_P111571	7	26923098	26923218	HOXA3		-0.035498463	-0.118403485	0.148179475	-0.005616388	-0.052849616	0.142432209
A_23_P253982	7	26941373	26941493	HOXA4	0.108708578	0.092269023		0.178719882	0.236159568	0.266432104	0.144463954
A_23_P93773	7	26954748	26954868	HOXA5	0.221879395	0.106213261		0.296174191	0.51322387	0.525553816	
A_23_P82370	7	26960212	26960332	HOXA6	0.044332714	-0.011475326		0.214272416	0.208122956	0.038640933	0.203299487
A_23_P70968	7	26967610	26967730	HOXA7		-0.059599953	-0.148859984	0.606905257		0.344827287	0.209039967
A_23_P500998	7	26975767	26975887	HOXA9	-0.020540768	0.025222225	0.03314095	0.30180938	0.428910775	0.53315282	0.254728715
A_23_P253368	7	26984804	26984924	HOXA10	0.023830353	0.058146023		0.35308541	0.357928175	0.296512794	
A_23_P42706	7	26995372	26995492	HOXA11		-0.017211349	-0.827044678	0.24355208	0.187851501	0.226552407	0.405001617
A_23_P215377	7	27007446	27007566		0.018013737	-0.096130516		0.250264731		0.350594827	0.420392913
A_23_P389281	7	27009853	27009973	HOXA13	0.198794994	0.09317888	-0.043674199	0.324775178	0.417752224	0.354454265	0.306236306
A_23_P313394	7	27059138	27059258	EVX1	0.307258292	-0.127839294	-0.115749853	0.070597738	0.130714113	-0.09206922	0.01421477
A_23_P19902	7	27059298	27059418	EVX1	0.28788702	0.113332917	-0.117935895	0.276560099	-0.025278878	0.069976171	0.094873844
A_23_P168507	7	27338460	27338580	HIBADH	0.753073403	0.15422923	0.294369916	0.675955979	0.385740473	0.491013021	-0.06873445
A_23_P335428	7	27338933	27339053	HIBADH	0.318520054	-0.069902654		0.146289819	0.294555533	0.277935397	0.222370469
A_23_P215360	7	27641552	27641672	TAX1BP1	0.202591241	0.098619691	0.319879136	0.288408275	0.19552465	0.20411791	0.006892102
A_23_P157117	7	28632282	28632402	CREB5	0.345455404	0.010687401	0.328827382		0.091064481	0.36552365	0.362592661
A_23_P122959	7	28768123	28768243	O75139							-0.083470804
A_23_P145743	7	28808600	28808720	CPVL	0.242397286	0.052560948	-0.114031681	0.038770447	0.235399173	0.109654173	0.158543114
A_23_P111564	7	29325740	29325860	CHN2	0.255776215	0.082831288	0.592323793		0.146297487	0.33116084	0.197018702
A_23_P431346	7	29379337	29379457	LOC222171	0.226805939	-0.248617689	-0.614935346	0.111066705	0.004197198	-0.017026558	0.088156466
A_23_P366366	7	29733002	29733122	SCRN1	0.45549535	-0.125678341	0.253455543	-0.04375503	-0.092561041	0.540649326	0.244163487
A_23_P215355	7	29739377	29739497	SCRN1	0.122548941	-0.337091377			-0.013943561	0.313491073	0.30308462
A_23_P215341	7	29827000	29827120	FKBP14	0.425135705	-0.022516238	0.05941685	0.323468551	0.290793499	0.236516026	0.321983054
A_23_P93767	7	29903302	29903422	PLEKHA8	0.455114425	-0.010897883	0.253500973	0.314707421	0.325581648	0.52594623	0.202078386
A_23_P367544	7	29975490	29975610	Ells1	0.025148905	-0.017750826	0.481698697	0.22548427	0.375755131	0.399789143	0.301604511
A_23_P325010	7	30179363	30179483	ZNRF2	0.264623009	0.390795055	-0.116139601	0.270970302		0.147227592	0.024271163
A_23_P403395	7	30185167	30185287	DKFZp586I1420	0.094745189	-0.078207227	-0.106002666	0.247213504	0.150201543	0.018228722	-0.091839417
A_23_P254002	7	30237721	30237841	CARD4	0.224690732	-0.016466399		0.386692224	0.135626349	0.452124452	0.276021832
A_23_P82361	7	30446586	30446706	GARS	0.390514517	-0.207211804	0.06947243	0.133541971	-0.202100891	0.160183622	0.314522167
A_23_P70961	7	30566525	30566645	INMT	-0.020171042	0.032696407		0.22357496	0.351508551	0.248661903	0.297394304
A_23_P19894	7	30737938	30738058	AQP1	0.134875221	0.171592574	0.562238532	0.306022525		0.334563809	0.319614818
A_23_P372834	7	30738236	30738356	AQP1	0.4711349	0.005605464		0.355461399	0.495142507	0.572617407	
A_23_P168500	7	30783928	30784048	GHRHR	0.277096326	-0.219290617	-0.260489263	0.010322126	0.051493524	0.29380506	0.162983785
A_23_P134334	7	31150967	31151087	NEUROD6	0.040504478	-0.227543041	-0.099331034	0.072621639	0.052230477	0.194170139	-0.092540354
A_23_P145724	7	31521164	31521284	C7orf16	-0.847515789		0.430952277	0.118829438	0.128915821	0.30429089	0.271790016
A_23_P406508	7	31602578	31602698	PDE1C	-0.720397605	-0.168333249	0.156907759	0.049898542	-0.001509872	0.305320583	
A_23_P253353	7	32287645	32287765		0.225971451	-0.229417803	0.598574305	0.184838383	-0.01933756	0.618430775	0.430991158
A_23_P93750	7	32300005	32300125	LSM5	0.298643036	0.11853922	0.345717895	0.332731074		0.488630634	0.29589525
A_23_P122943	7	32396873	32396993	Q8NBF6	-0.141938932	0.076394895		0.24859378	0.030047556	0.158560272	0.13998981
A_23_P70951	7	32682181	32682301	KBTBD2	0.198225017	0.075768648	0.242028897	0.211944943	0.485541492	0.453072754	0.257173375
A_23_P42684	7	33541075	33541195	Q9NWP0	0.245407136	0.223525912	0.225535443		0.136356994		0.404470785
A_23_P31287	7	33966068	33966188	BMPER	0.303714711	-0.268228285	-0.077405411	-0.059105424	0.053948257	0.237076134	0.081279518
A_23_P19886	7	34661282	34661402	AAA1	0.179198133	-0.072277693	-0.070758333	0.170336504	0.171771733	0.21301285	0.153853624
A_23_P168490	7	35446534	35446654	FLJ22313	0.242330929	-0.77971581	-0.39400805		-0.797222392		-0.080137928
A_23_P333498	7	36114037	36114157	KIAA1706	0.233898597	-0.135347519		0.062785878	0.109119662	0.324572087	0.098844487
A_23_P356684	7	36265766	36265886	ANLN	-0.070254819	-0.232252048	-0.482179606	-0.020968115	0.057061047	0.142358657	-0.017631963
A_23_P157099	7	36266046	36266166	ANLN	0.295013583	0.154250094	-0.026268839	0.362788157	0.41019422	0.195354534	0.163990948
A_23_P145715	7	36325855	36325975	AOAH	0.49499712	-0.108463817	-0.265820493	-0.073253206	0.043307952	0.355850519	0.365846058
A_23_P84369	7	36909403	36909523	ELMO1	0.119696654	-0.053834043	-0.095524513		0.376662028	0.131395858	0.308781863
A_23_P111550	7	37553706	37553826	GPR141	0.184071407	-0.116716802	0.120619772	0.201267624		0.328574304	0.409352271
A_23_P259611	7	37713060	37713180	TXNDC3	0.217365231	0.118370899	0.413584431	0.30867115	0.283892686	0.398769523	0.124702205
A_23_P93739	7	37733898	37734018	UCC1	-0.012843004	-0.006946218				-0.013528324	0.122338103
A_23_P70938	7	38043218	38043338	STARD3NL	0.243574448	-0.19655857	0.030017354	-0.05207502	0.060595808	0.254100513	0.057297062
A_23_P258901	7	38147411	38147531	AAH39725	0.331066313	0.109248931	-0.345589031	0.448318187	0.640278589	0.43333879	0.241863276
A_23_P42680	7	38175710	38175830	AAH39725	0.03444285	0.086841868	-0.107965565	-0.075893795	0.357002905	0.270944235	0.035825086
A_23_P31273	7	38196980	38197100	AMPH	0.169111054		0.262383929	0.791243785	0.652190326	0.150274066	0.042766472
A_23_P215318	7	38536952	38537072	VPS41	-0.005522351	-0.188061239	-0.237852351	-0.16416576	0.000876285	0.174126495	0.056392192
A_23_P147900	7	39277434	39277554	POU6F2	0.279935776	-0.066202252	-0.040690822	0.272359498	0.207029673	0.45566329	0.286460055
A_23_P403521	7	39385136	39385256	C7orf36	0.010148631	0.103942313	-0.078304326	0.383719264	0.317202798	0.364740284	0.076346184
A_23_P215296	7	39907729	39907849	CDC2L5	-0.020095821	0.366702548		0.071879233		-0.05565606	-0.154968295
A_23_P134314	7	39945610	39945730	C7orf11	0.035735517	0.007970527	0.006203167	0.256023071	0.428141368	0.422540986	0.283452116
A_23_P84483	7	40673324	40673444	C7orf10	0.12459692	0.035166618	-0.213640423	-0.050555675	0.130812266	0.486347355	0.319243156
A_23_P122924	7	41502425	41502545	INHBA	0.241010541	-0.006554167	0.181014724	-0.006077728	-0.124999567	-0.120630929	0.192484663
A_23_P111532	7	41776947	41777067	GLI3	0.167769687	-0.048059288				0.295110144	0.33108831
A_23_P257073	7	42722160	42722280	C7orf25	0.248874574	0.056137566	0.254716886		0.152773048	0.446413797	0.161112439
A_23_P93954	7	42729917	42730037	PSMA2	0.042717175	0.017768636	-0.756470095			-0.048161408	0.192700067
A_23_P345591	7	42734638	42734758	PSMA2	0.138543908	-0.147572211	-0.4306973	-0.080994104	0.186738321	0.157531738	0.274040058
A_23_P319027	7	43375570	43375690	NEDL1	0.413141313	0.066210181	0.360526423	0.46407299	0.270182449	0.335172342	0.19076977
A_23_P82554	7	43438393	43438513	STK17A	0.247753211	-0.184549252			0.12989377	0.172062621	0.216847104
A_23_P215677	7	43452194	43452314	FLJ10803	-0.101751939	0.006694075	0.210695588	0.263514984	0.136481208	0.023746348	0.121216175
A_23_P71148	7	43620021	43620141	BLVRA	0.225454728	0.014897476		0.283394021	0.220375998	0.603095162	0.331200568
A_23_P42884	7	43679340	43679460	MRPS24	0.192542907	0.145745891	0.237427287	0.494085284	0.290284084	0.582776637	0.233466752
A_23_P425790	7	43689759	43689879	URG4	-0.113059809	-0.362477846	-0.769125456	-0.265100486	-0.059966188	-0.080289399	0.11452113
