Gene	YEW1_Control	YEW2_Control	YEW3_Control	YEW4_Treated	YEW5_Treated	YEW6_Treated
MIR4694	0	0	0	0	0	0
ITFG2	0	0	0	0	0	0
SIGLEC31P	0	0	0	0	0	0
CTD-2544N14.3	1	0	0	0	0	3
FAM58DP	0	0	0	0	0	0
PXMP4	0	0	3	0	0	0
PPP3CC	0	0	0	0	1	0
OR8G3P	0	0	0	0	0	0
LAMB2	0	0	0	0	0	0
ALG2	0	0	0	0	0	0
CXADRP3	0	0	1	0	0	1
CTD-3194G12.2	23	39	27	17	11	11
HIP1R	0	0	0	3	0	0
Z83001.1	0	0	0	0	0	0
RTEL1	0	0	0	0	0	0
RNY4P9	0	0	0	0	0	0
ENO1-AS1	0	0	0	0	0	0
AL590703.1	0	0	0	0	0	0
RP11-195B3.1	0	0	0	0	0	0
RP11-121A14.2	0	0	0	0	0	1
RP11-115I9.1	0	1	0	0	0	4
CTC-398G3.6	0	0	2	0	0	0
SLC5A6	2760	2143	2023	2502	2123	2245
RNU6-987P	17	19	9	10	15	8
RP11-290F20.1	140	79	76	69	99	74
RP11-325O24.1	1323	1325	1078	1782	1488	1532
FOXO4	11928	10571	9748	13016	10867	11330
RN7SL257P	39	29	20	45	27	35
VN1R1	3790	3215	3072	4256	3383	3628
MIR4750	2137	1872	1905	2249	1945	2141
AC107020.1	4253	3749	3390	4484	3533	3655
RP11-345J4.6	1	0	0	0	0	3
AC023469.1	0	0	0	0	0	1
RP11-467J12.2	0	0	0	1	0	0
GPC6	7379	6668	6145	8052	7093	6516
SPAG16	5996	5425	5107	9344	7836	8087
ABHD14A	0	0	0	0	0	0
SMIM14	1491	1329	1230	1601	1502	1332
RP11-217E22.5	0	0	0	0	0	0
RP11-288K12.1	2	0	0	0	0	0
GS1-293C5.1	4284	4116	3577	4601	4492	4237
RNU6ATAC2P	2	7	4	6	7	16
MIR7-3	0	0	0	0	0	0
RP11-807H22.6	0	0	0	0	0	0
POLE3	1	0	0	0	2	0
RP11-1113L8.1	0	0	0	1	0	0
DAQB-331I12.15	3	0	3	0	0	0
PKDCC	7049	7379	6722	7241	7338	7245
GIT1	9	9	6	7	14	8
CKMT2	4495	4996	4699	5939	5561	5535
OR2A2	0	0	0	0	0	0
AP000318.2	5	0	0	0	6	3
RP11-1029J19.4	0	0	0	0	0	0
TCEB1P13	0	0	0	0	0	0
NME7	0	0	0	0	0	0
GYG1P3	1596	1401	1386	2216	2143	2120
AL928874.1	0	0	2	10	18	12
SERINC3	3	1	0	5	0	0
S100A7A	3511	3332	2965	3989	3747	3265
KATNB1	0	0	0	0	0	0
AC012360.2	1	0	0	0	1	0
RP11-960H2.2	8	10	8	12	10	10
RP11-602N24.3	3	0	1	2	1	0
CCR3	0	0	0	0	0	0
C15orf43	0	0	0	0	0	2
INO80E	135	83	81	87	87	110
OR7E5P	0	1	0	2	1	0
AGAP8	0	0	0	0	0	0
ANO3	0	3	0	0	0	0
PHF19	1785	2061	1784	1460	1472	1442
LRP12	0	0	0	0	0	0
RP11-406A9.2	0	1	0	0	0	0
AC006967.1	0	0	0	2	0	0
NSFL1C	233	244	170	243	179	170
CDY4P	0	0	0	0	0	0
RNU6-1169P	0	0	0	0	0	0
CC2D2B	3	4	3	0	4	0
GSPT1	0	0	0	0	0	0
XXbac-BPGBPG24O18.1	1	0	0	3	0	0
MIP	0	0	0	0	0	0
DDX52	0	0	0	0	0	0
LMNB1	0	0	0	0	0	0
CASC8	0	0	0	0	0	0
RP11-180D15.1	0	0	0	0	0	0
RNU6-27P	134	107	108	127	108	112
RP11-493E12.2	1414	1353	1215	1190	1235	1030
C1orf100	35	20	36	32	28	34
FBXO5	3	20	6	4	8	1
LIN28B	270	235	280	260	246	250
RP11-1070N10.5	0	0	0	0	0	0
CTB-85P21.1	0	0	0	0	0	0
AC068831.15	0	0	0	0	0	0
CTC-329H14.1	0	0	0	0	0	0
UBA52P3	34	16	18	18	14	31
TRBV22OR9-2	0	0	0	0	0	0
HTATSF1	0	0	0	0	0	0
TRBV29OR9-2	118	83	92	90	127	101
CR759828.2	5193	5108	4747	6024	5502	5680
BRICD5	0	0	1	0	0	0
RGMB	0	0	0	0	0	0
LXN	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0
C9orf85	0	0	0	0	0	0
LINC01152	0	0	0	0	0	0
RN7SKP291	0	0	0	0	0	0
RN7SL355P	169	159	180	123	137	149
AC006499.2	3335	3293	3026	3489	3276	3134
RASGRP3	4	0	1	13	0	1
SPACA3	0	0	0	0	0	0
ACBD7	30	44	17	38	15	46
RP11-932O9.3	0	0	0	0	0	0
RERG	0	0	0	0	0	0
AC231657.1	0	0	0	0	0	0
RNU6-394P	4	16	4	5	10	7
IGFLR1	0	1	3	0	8	4
RP11-206L10.4	152	115	129	121	111	123
TESPA1	63	63	56	73	67	90
RP4-668J24.2	1	0	0	0	3	0
RP11-145E5.5	3478	3936	3496	4594	4265	4369
RP11-483F11.7	0	0	0	0	0	0
MIR891B	0	0	0	0	5	0
RALGAPA1	3046	2883	2561	2974	2819	2626
RP11-216M21.6	0	0	0	1	4	0
ERP29	0	0	0	0	0	0
ST3GAL5	0	0	0	0	0	0
RP11-405F3.4	0	0	0	0	0	0
KRTAP8-2P	0	0	0	0	0	0
TM7SF3	0	0	0	0	0	0
MIR4476	10580	10576	9941	12566	11642	11584
AC004854.5	1	3	1	2	3	1
RP11-374M1.7	11	3	8	10	10	5
CCDC151	11	13	2	4	8	0
SRGAP2D	0	0	0	0	0	0
RNA5SP503	0	0	8	0	0	0
RNA5SP210	7602	7578	6747	10316	9670	9545
RPL7P35	0	0	0	1	0	0
PLA2G6	0	2	0	0	0	0
FBXL19-AS1	0	0	0	0	0	0
SERPINA11	0	0	0	0	1	0
MYO1C	7	4	2	2	8	6
RNU5B-1	0	0	0	0	0	0
MTUS2-AS2	0	0	0	0	0	0
RP11-299L17.3	0	0	0	0	0	0
CTRB2	0	0	0	0	0	1
C3orf52	0	0	0	0	0	0
FAM170A	0	0	0	0	0	0
CTB-31N19.3	0	0	0	0	0	0
RP4-536B24.4	0	0	0	0	0	0
AL136987.1	0	0	0	0	0	0
AC092675.4	0	0	0	0	0	0
HMOX1	8	3	3	10	6	0
AP000350.6	9449	10367	9064	7740	7630	7424
CMPK1	0	0	0	0	0	0
RNU6-401P	9570	8853	8082	11882	11481	10410
RP11-18I14.10	1418	1235	1101	1694	1616	1555
CYCSP51	0	0	0	0	0	0
RGS14	0	0	0	0	0	0
USP11	0	0	1	2	1	0
DUX4L4	0	0	0	0	0	0
CELF2-AS2	1717	1741	1693	1643	1593	1572
RP11-19N8.6	2771	2470	2426	2233	1949	2146
OR5M9	8	11	6	7	8	0
WDR64	1530	1251	1170	1174	1075	1009
RP11-35J23.1	0	0	0	0	0	0
KRT16P4	0	0	0	0	0	0
MOV10	0	0	0	0	0	0
CTD-2026C7.1	0	0	0	0	0	0
CTD-2518G19.1	0	0	0	0	0	0
RN7SL841P	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0
SCARA5	0	0	0	2	0	0
C1RL	0	0	0	0	0	0
RNU4-47P	0	0	0	0	0	0
POP4	0	0	0	0	0	0
RP11-384L8.2	0	0	0	0	0	0
RP11-567B20.2	0	0	0	0	0	0
TRBV6-9	0	0	0	0	0	0
SDHCP1	0	0	0	0	0	0
RP11-1376P16.2	65	44	32	69	45	64
SNORD114-16	29858	24952	22450	29539	25330	24886
CNPY3	138	103	121	126	209	144
AC139768.1	171	165	117	211	190	153
HPCAL4	1183	940	772	1066	966	881
PDC	2	6	2	6	4	3
AMMECR1LP1	3060	2595	2413	3114	2924	2807
DIRC1	0	0	0	0	2	2
OR2T33	4	1	0	0	5	1
MLH3	0	0	0	0	0	0
RP11-169K16.6	1469	1196	1077	1541	1471	1323
RN7SL614P	7	3	7	10	13	20
ADCY1	3631	3080	2935	3055	3042	2787
RP11-15A1.3	349	335	313	294	371	305
CTD-2058B24.2	1	2	4	2	1	1
RP11-277K23.1	7024	6326	5478	7506	6714	6771
KIAA1468	0	0	0	4	4	3
RP11-662B19.1	0	0	0	0	0	0
CTD-2230M5.1	0	0	0	0	0	0
GM2AP2	860	698	648	957	847	795
ZNF877P	0	0	0	0	0	0
RP11-67M9.1	162	129	118	84	110	77
Z95704.2	0	0	0	7	0	0
RHOF	0	1	0	0	0	0
IGLV1-41	0	0	0	0	0	0
RP11-762H8.4	0	0	0	0	0	0
RP11-109L13.5	6	6	16	12	1	6
RPL7AP66	0	0	0	0	0	0
AK3	0	0	0	0	0	0
RNU6-604P	0	0	0	0	0	0
C21orf91-OT1	855	824	781	907	890	805
CTD-3187F8.6	0	0	0	0	0	0
NPY1R	0	0	0	0	0	0
RN7SL407P	0	0	0	0	0	1
DNASE1	684	694	551	692	593	610
RP11-405A12.1	354	324	208	317	318	262
KRTAP27-1	0	1	0	0	1	0
KRT8P24	63	67	82	77	93	66
RP11-184A2.2	0	0	0	0	0	0
RP11-298J23.5	0	0	0	0	0	0
VGLL4	0	0	0	0	0	0
OR7H1P	0	0	0	0	0	0
AL161908.1	0	0	0	0	1	0
AC123900.2	0	1	0	0	0	0
AC007405.6	0	1	1	2	4	1
AL355149.1	0	0	0	0	0	0
PEMT	0	0	0	5	0	5
RP11-342A23.1	0	0	0	0	0	0
DIO1	0	0	0	0	0	0
RP11-253M7.1	0	0	0	0	0	0
MT-ND3	5	4	2	4	7	5
ASCL2	0	0	0	0	0	0
RP11-93H12.3	0	0	2	0	6	1
RP11-63H19.8	0	0	0	0	0	0
CEP76	1764	2078	1790	1996	1838	1726
C2	0	0	0	0	0	0
MIR4509-2	18	11	5	17	22	11
CXXC4	1563	1433	1621	2295	1953	1935
RP11-93B21.1	0	0	0	0	0	0
RNU7-4P	0	0	0	0	0	0
C20orf187	0	0	0	0	0	0
SLC10A5P1	0	0	0	0	0	0
FAM90A16P	0	0	0	0	0	0
RPL12P4	0	0	0	0	0	0
RP11-720N19.2	1045	857	674	1714	1609	1440
RP11-125O5.2	0	0	0	0	0	0
RP11-309N24.1	0	0	0	0	0	1
CTD-3193O13.9	0	1	1	1	0	1
FBXO15	0	0	0	0	0	0
RP11-388N2.1	0	0	1	0	0	1
VNN3	0	1	0	0	0	1
RP11-582E3.5	0	0	0	0	0	0
RP11-206F17.2	1	0	0	0	1	0
CTC-548K16.2	0	0	0	0	0	0
RPL37P1	0	0	0	0	1	0
STOX1	2215	2024	1874	2313	1968	1850
RP11-5A11.2	1651	1509	1345	2195	1818	2069
GGNBP1	462	440	454	647	498	529
DMRTA2	7	1	2	0	1	3
WBP1	0	0	0	0	0	0
METTL24	0	5	0	0	0	0
RP5-1061H20.4	4270	4065	3731	4853	4371	4201
SUCLG2P4	4	1	0	0	0	0
RNU4-17P	1226	1219	1051	1095	1102	1185
RN7SKP276	0	0	0	0	0	0
C12orf79	0	0	0	0	0	0
OR52N3P	4529	4374	4032	5303	4800	4609
RP5-893G23.1	0	0	0	0	0	0
NAA30	43	74	69	27	57	58
LSP1P2	2950	3088	2806	3680	3526	3552
RP11-265D17.2	291	248	233	291	295	330
RP11-500K19.1	0	0	0	0	0	0
RP11-157E16.1	0	0	0	0	0	0
RPL19P14	0	0	0	0	0	0
UBE2E1-AS1	0	0	0	0	0	0
AC069243.1	2555	2502	2296	2928	2632	2624
TACR2	105	67	97	99	86	60
NF1	0	0	0	0	0	0
AC007389.4	0	0	0	0	0	0
RP11-20B24.5	0	0	0	0	0	0
OR6N1	2687	2668	2584	2117	2166	2012
LINC00972	4	2	2	1	2	4
SPSB1	0	0	0	0	0	0
CTA-256D12.11	0	0	0	0	0	0
KB-1592A4.14	0	0	0	0	0	0
PDHA1	0	0	0	0	0	0
IGLC3	32362	28072	25672	36397	33678	32476
KCNIP2	0	5	2	1	0	3
LRP2	0	0	0	0	0	0
RP11-1398P2.1	18	10	11	60	53	57
TRABD2A	0	0	0	0	0	0
NDST3	0	0	0	0	0	0
RP11-541N10.3	0	2	0	0	1	0
CCDC138	3	0	0	0	0	0
CTC-508F8.1	0	0	0	2	5	4
RNU6-846P	23	25	17	23	12	24
RP11-64K12.9	0	0	0	0	0	0
MIR3661	0	0	0	0	0	0
TSTD1	0	0	0	0	0	0
AAED1	82	61	33	100	90	52
HMGN1P18	1994	1963	1825	2554	2455	2594
FXYD3	1073	1087	978	1265	1091	1167
RN7SL587P	1340	1116	1063	1332	1366	1210
RP11-820I16.2	70	95	64	87	95	67
AP001615.9	0	0	0	0	0	0
RP4-706G24.1	0	0	0	0	0	0
RP11-399E6.4	509	376	353	535	577	481
OR5AC2	0	0	0	0	0	0
AC037199.1	12	8	5	13	7	7
SMYD5	2	1	0	2	1	3
AC116533.2	0	0	0	0	0	0
ORAI3	34	54	28	24	43	37
HIGD2B	503	526	502	506	489	506
KANSL3	948	964	985	1574	1666	1500
LINC00615	0	1	1	1	2	0
AL589739.1	1	1	0	0	0	0
C10orf55	1	9	5	6	3	0
RP11-698N11.2	0	0	0	0	0	0
WFDC10B	563	566	573	640	671	528
RP11-93H10.1	1	4	9	4	4	0
AC090099.1	849	777	754	700	639	648
GLYATL1P1	0	0	0	0	0	0
TPRG1	6	0	1	5	0	0
CRYBB1	0	0	0	0	0	0
MIR5688	12	11	1	17	17	7
CDC26	0	0	0	0	0	0
RP11-320H14.1	600	508	479	674	636	558
KIAA1549	412	368	369	422	405	346
CTD-2090I13.1	7	5	2	3	7	3
RP11-290F20.3	617	548	527	657	523	544
RPUSD4	2152	2637	2159	2409	2520	2468
CTD-2588J6.2	0	0	0	0	0	0
AC103563.4	0	0	0	0	0	0
RNU1-135P	21	25	9	13	13	15
HLA-A	1	9	9	9	9	4
SDHDP6	0	0	0	7	0	0
RP11-132M7.3	1	2	1	0	0	1
RP11-65N13.6	0	0	0	0	0	0
RP11-316P17.2	0	0	0	0	0	0
RPTOR	1	3	0	7	0	0
GALNT7	0	0	0	0	0	0
BMPR1APS1	1653	1730	1521	1388	1516	1371
RP11-873E20.1	0	0	0	0	3	0
PIWIL2	0	0	0	0	0	0
RPL5P4	5782	5641	5056	6495	6332	5861
SUPT4H1	0	5	0	0	0	0
RP11-132N15.1	2788	2840	2605	2496	2485	2294
AC008372.1	0	0	3	0	0	0
CTC-523E23.10	16578	15750	14462	13473	12991	12677
PCSK1	0	0	0	0	0	0
AL773541.1	0	0	0	0	0	0
ARHGAP23P1	469	355	309	602	556	519
PCP4	0	0	1	0	0	1
RP11-452L6.5	2	1	5	3	6	2
NGDN	1	2	2	1	0	1
RP11-351K23.3	841	852	803	856	961	895
AC097463.2	0	3	2	3	0	3
FAM41AY2	0	0	0	0	0	0
RP3-398G3.5	2	0	0	0	0	0
RP11-404I7.1	0	0	1	0	0	0
RP5-837J1.1	1555	1949	1816	1685	1813	1773
RP11-535A5.1	0	0	0	0	0	0
WDR33	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0
AC068580.5	0	0	0	0	0	0
RP11-816J8.1	0	0	0	0	0	0
CTA-363E6.7	587	674	537	536	563	518
TUSC7	0	0	0	0	0	0
TMEM208	61	70	47	107	46	66
CCS	0	0	0	0	0	0
TRAV8-7	0	0	0	0	0	0
CTB-47B8.4	0	0	0	0	1	0
ALDH1A3	0	0	0	0	0	0
PRICKLE1	0	1	0	1	0	0
SCN4A	0	0	0	0	0	0
AC006262.10	2	3	0	1	1	0
CR759815.1	3	4	0	9	10	3
RN7SL558P	1280	1050	1023	1048	1259	1004
MIR147B	2	0	0	0	0	0
ARL8B	6	5	14	14	18	9
TTLL13	3515	3355	2870	3680	3427	3168
RP11-644F5.11	0	3	1	2	3	0
RNU6-1074P	7017	7327	6355	8121	7057	7523
RP11-334C17.5	657	587	616	830	844	596
RPSAP35	5	5	2	19	8	18
RP4-607J23.2	0	0	0	0	0	0
BX927320.1	6524	7183	6755	6446	6916	6307
EIF4EBP3	1	0	3	1	0	8
HMGB1	4	8	3	3	4	2
AC099796.1	3127	3534	3233	3322	3265	3171
RNU4-63P	0	0	0	0	0	0
TMEM39B	0	0	0	0	0	0
AC011500.1	5	0	0	3	2	0
AP001439.2	0	0	0	0	0	0
AC112229.1	0	0	0	0	0	0
RNA5SP192	0	0	0	0	0	0
AC007237.2	0	0	0	0	0	0
RP11-529A4.9	3361	3473	3287	4015	3803	3735
RP11-293K19.1	142	201	151	191	163	159
FASLG	0	0	0	0	0	0
EOMES	13520	14255	12938	13010	13200	12379
SHKBP1	80	122	151	151	146	124
RP11-407G23.3	0	0	0	0	0	0
HABP2	0	0	0	0	0	0
RP11-13N13.2	0	0	0	0	0	0
MIR5003	0	1	0	0	0	0
MAPK6PS2	0	0	0	0	0	0
RN7SL175P	0	0	0	0	0	0
RP11-659E9.2	0	0	0	0	0	0
EEF1A1P25	0	0	0	0	0	0
MTND4P2	0	0	0	0	0	0
RP11-66B24.8	0	0	0	0	0	0
CCDC73	0	0	0	0	0	0
C4orf29	144	143	121	190	145	146
RP11-1099M24.8	0	0	0	0	0	0
NOTCH1	0	0	0	0	0	0
AC012462.3	0	0	0	0	0	0
HIST1H3G	1	0	2	1	0	1
ERVV-2	4162	3723	3478	4558	4391	4085
TRAV24	4294	4096	3717	5192	4836	4800
MEMO1P3	0	0	0	0	0	0
NMNAT3	0	0	0	0	0	0
AC091043.1	2176	1862	1841	4036	3940	3876
AD001527.7	742	762	698	736	732	743
AC084209.1	4	1	4	5	2	1
TRAV33	1	0	6	0	0	0
UBL7	1007	1242	1036	948	1085	1163
TRPS1	9275	9619	8723	10448	10599	9473
RNA5SP34	2	3	1	6	0	1
DNAAF3	4444	4630	3975	4877	4556	4287
AVIL	0	0	0	0	0	0
AL589675.1	0	0	0	0	0	0
DGAT2L6	0	0	0	0	0	0
RP11-79P5.9	0	0	0	1	0	1
LINC01091	2	3	3	0	2	2
RP11-410D17.2	8	4	10	8	9	14
RP11-706D8.3	0	0	0	1	0	0
HLCS	0	0	0	0	0	0
MIR3972	3	0	5	0	0	8
RP11-1148L6.5	0	0	0	0	0	0
RP11-28O3.1	0	0	0	0	0	0
TRAV19	0	0	0	0	0	0
AC009495.4	0	0	0	0	0	0
RP11-329J18.2	3021	3055	2665	2406	2170	2178
RP11-574K11.8	0	0	0	0	0	0
TARM1	0	0	0	0	0	0
RP11-114M5.3	57	80	55	83	63	64
RP11-321E8.4	0	4	0	1	0	0
WRBP1	2	1	0	2	0	1
ADCY10	0	0	0	0	0	0
CTD-2376I20.1	0	1	1	0	0	1
AC007450.1	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0
SOS1	121	150	91	98	87	82
RP11-30K9.4	0	0	0	0	6	0
OR7E84P	0	0	0	0	3	0
RP11-480G3.1	0	0	0	0	0	0
RP11-322I2.1	0	0	0	0	0	0
CSPG4P5	0	0	0	0	0	0
RN7SL790P	0	0	0	0	0	0
RP11-48B3.2	0	0	0	0	0	0
RPS17P17	0	0	0	0	0	0
CTD-2532K18.1	0	0	0	0	0	0
GBGT1	0	0	0	0	0	0
RP11-138P22.1	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0
RNU6-157P	0	0	0	0	0	0
AC008166.1	0	0	0	0	0	0
NDUFA9	0	2	1	0	0	1
ATP7B	31	26	37	24	19	29
TRIM51GP	0	0	0	0	0	0
ITIH1	5	0	0	0	0	0
RP5-1024N4.2	0	0	0	0	0	0
RP11-614F17.1	0	0	0	0	0	0
RNA5SP450	0	0	0	0	0	0
RP11-726G23.12	0	0	0	0	0	0
EEA1	0	0	0	0	0	0
RP11-484L7.2	2	2	7	15	3	8
OR8B10P	0	0	0	0	0	0
RP11-454P21.1	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0
RP11-775A1.2	0	0	0	0	0	0
TCP11L1	0	0	0	0	0	0
RP6-109B7.5	0	0	0	0	0	0
RP11-432J22.2	0	0	0	0	0	0
CTD-2293H3.2	0	0	0	1	0	0
IGKV2D-29	0	0	0	0	0	0
RP11-282M16.1	2	0	0	0	0	0
RTN1	0	0	0	0	0	0
CER1	0	0	0	0	0	0
HYAL1	512	547	416	541	436	422
LINC00941	0	0	0	0	0	0
RP11-697E2.9	0	0	0	0	0	0
AF015720.3	0	0	0	0	0	0
RPL36AP13	0	0	0	0	0	0
WI2-2373I1.2	12	9	9	8	23	5
DNASE1L1	0	1	0	0	0	0
UBR3	0	0	0	0	0	0
RNA5SP75	0	0	0	0	0	0
TAS2R19	0	0	0	0	0	0
TRAV9-1	0	0	0	0	0	0
R3HDM1	0	0	0	0	0	0
AP003027.1	6	10	8	1	14	10
RP11-429J17.8	0	0	0	0	0	0
CPNE6	0	0	0	0	0	0
CBWD2	0	0	0	0	0	0
RP11-125K10.5	10	12	19	17	13	17
MIR3179-3	193	161	171	203	185	159
RP11-290D2.6	0	0	0	0	0	0
AC105052.1	3	1	4	17	6	0
TMED10P1	8	7	5	9	8	2
AC068279.3	2103	2204	1844	3053	2868	2878
RNA5SP519	0	0	0	0	0	0
FBXO32	0	0	0	0	0	0
RP11-139B1.1	0	0	0	0	0	0
RP11-77K12.1	861	763	707	1421	1307	1231
TRAF3IP1	0	0	0	0	0	0
RP11-353N4.2	0	0	0	0	0	0
IGHV3-30	1	1	0	1	3	5
TRIM49C	0	0	0	0	0	0
IGHD1-14	0	0	0	0	0	0
HNRNPA1P20	0	0	0	0	0	0
TADA1	15	9	12	16	9	19
OLFML1	0	0	0	0	0	0
AC106827.1	0	0	0	0	0	0
KXD1	0	0	0	0	0	0
OXSR1	0	0	0	0	0	0
RP11-66N24.3	0	0	0	0	0	0
AC105402.4	0	0	0	0	0	0
NDUFAF1	0	0	0	0	0	0
RP11-358L22.2	1935	2266	1962	2697	2550	2547
MIR1-2	0	0	0	0	0	0
ERG	0	0	0	0	0	0
AC000374.1	0	0	0	0	0	0
KRT73	0	0	0	0	0	0
KRT78	0	0	0	0	0	0
MTHFSD	0	0	0	0	0	0
OR4F5	0	2	0	0	0	0
AC006273.4	0	0	0	0	0	0
SOX17	0	0	0	0	0	0
AC027307.1	0	0	0	0	0	0
RP11-175P13.2	0	0	0	0	0	1
CALM1P2	0	0	0	0	0	0
RN7SL404P	0	0	0	0	0	0
HORMAD2	0	0	0	0	0	0
C10orf91	1	2	1	0	0	0
RP11-16L9.2	0	0	0	0	0	0
SNORA71B	0	0	0	0	0	0
RP13-685P2.7	3	6	2	4	3	4
AL354806.1	0	0	0	0	0	0
LRRC37A2	0	0	0	0	0	0
AC139712.4	0	0	0	0	0	0
VWA5B2	6	8	6	2	7	8
RP11-302F12.10	0	0	0	0	0	0
C1DP2	0	0	0	0	0	0
BCAT2	0	0	0	0	0	0
CTD-2011G17.1	0	0	0	0	0	0
IRAK2	0	0	0	0	0	0
OR52J2P	770	931	780	1246	1117	1223
FKBP1AP2	0	0	0	0	0	0
RP11-313P18.2	0	0	0	0	0	0
RNU7-71P	0	0	0	0	0	0
CREM	0	0	0	0	0	0
OR52K2	0	0	0	0	0	0
RP11-213H15.4	0	2	0	0	0	0
AC108142.1	0	0	0	0	0	0
RP11-14O19.2	0	0	0	0	2	0
SOCS4	1855	2003	1924	3015	2905	3071
INTS4L1	0	0	0	0	0	0
IL20RB-AS1	0	0	1	0	0	0
RP13-24G8.2	0	0	0	0	0	0
BHLHA9	0	0	0	0	0	0
RP5-1106H14.1	0	0	0	0	0	0
RN7SL255P	35	25	30	51	37	29
LL22NC03-75H12.2	0	0	0	0	0	0
C5orf15	1365	1305	1062	1464	1352	1306
KAZN	2	0	4	3	0	0
RP11-729M20.1	587	568	517	605	603	508
IGLL3P	0	0	0	0	0	0
RP11-432M8.11	0	0	0	0	0	0
PGAM4	0	1	0	1	0	0
MEOX1	0	0	0	0	0	0
AP001469.9	0	0	0	0	0	0
IP6K2	0	3	0	0	4	0
NOTUM	0	0	0	0	0	0
GPR37L1	7	3	2	10	16	0
IGKV1OR9-2	3004	2554	2383	2784	2356	2549
RP11-629F19.1	39	39	31	69	49	42
FTOP1	0	0	0	0	0	0
RP11-69L16.5	0	0	0	0	0	0
RP11-1415C14.2	0	0	0	0	0	0
DCTN2	0	0	0	0	0	0
KB-1562D12.1	0	0	0	1	0	0
NPHP3	0	0	0	0	0	0
CSGALNACT2	0	0	0	0	0	0
RNU6-973P	347	300	324	347	292	332
BTF3P4	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
CCDC17	2	3	4	3	2	4
AC092301.3	0	0	0	2	0	0
AC066612.1	3155	2755	2630	2916	2712	2631
RP11-157B13.9	55	64	44	64	89	64
PHKA1-AS1	0	0	2	0	0	0
RP11-769O8.2	0	2	2	0	4	0
RP11-165F24.5	0	0	0	0	0	0
RFPL4AL1	6204	6385	5576	9665	9815	8940
HTR1A	0	0	0	0	0	0
AC207981.1	760	646	644	817	777	756
SSU72	5270	5033	4477	5701	5248	4974
FER1L4	32	17	36	18	25	18
AC004595.1	0	0	0	0	0	0
RP11-139E19.2	0	0	0	1	0	0
SOD1P2	0	0	0	0	0	0
AL035045.1	0	0	1	1	3	2
RP1-169K13.3	7	6	7	7	4	4
LINC00900	0	0	0	0	0	1
STMN3	16	6	9	15	7	5
RPS6KA2	3	5	5	4	11	9
KHDC3L	12461	12341	11430	15680	15173	14815
MIR4740	0	0	0	0	0	0
RP11-323D18.5	4	0	3	1	6	6
MORF4L2	0	0	0	0	0	0
MAK16	0	0	0	0	0	0
RNU6-1076P	40263	44284	40470	49785	46179	48034
AC079772.1	7	3	1	5	0	0
AL603926.1	0	0	1	0	0	0
RP11-96C23.12	0	0	0	0	0	0
WI2-80269A6.1	2465	2157	2163	2979	2808	2699
OR4A12P	1	3	3	0	0	0
AC024183.3	0	0	0	0	0	0
CTB-54I1.1	0	0	0	0	0	0
TAPT1	6	10	10	7	17	17
FAM72B	0	0	0	0	0	0
AC084219.4	1	5	2	7	2	7
RP4-736L20.3	2	0	0	2	0	0
GIPC2	1	1	0	0	1	0
LPAR4	0	1	2	1	5	1
SCGB3A1	0	0	0	0	0	0
ARRDC1	0	0	0	0	0	0
RP11-343J3.5	9	2	1	7	4	6
LTA4H	0	0	0	0	0	0
AC104698.1	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0
AC020934.1	0	0	0	0	0	0
RP11-471N19.1	0	0	0	0	0	0
AC008387.1	0	0	0	0	0	0
IGHV1OR16-4	0	0	0	13	21	2
LINC00536	0	0	0	3	4	0
RP3-406A7.1	0	0	0	0	0	0
CEACAM21	49	60	65	20	37	25
RP11-11N5.3	28	23	15	26	6	14
CTD-2014N11.3	1	3	3	0	10	1
NMNAT1	0	0	0	0	0	0
TRAK2	8	9	10	20	8	9
GTPBP10	6	17	1	11	7	15
RNU4-42P	0	0	0	0	0	0
ANKRD66	15	19	8	12	6	20
AL450423.1	0	0	0	0	0	0
UBFD1	1	2	1	0	1	1
MTND5P30	1013	969	950	950	1047	1038
TLCD1	0	0	0	0	0	0
SLC16A13	0	6	1	1	1	0
OPCML-IT2	2	4	0	1	7	0
SNRPGP11	11	7	14	4	3	11
CDCP2	0	0	0	0	0	0
FAM13C	0	0	0	0	0	0
RP11-16L9.1	1862	1672	1580	2140	1879	1810
RP11-560I19.1	0	0	0	0	0	0
MTND5P27	0	0	0	2	5	5
VWA8	0	0	0	5	2	0
CNTD1	0	0	0	0	0	0
RAB36	89	100	101	155	182	211
RP11-64K12.1	14	4	14	25	17	12
CCDC83	1	1	0	0	0	0
BLOC1S2	1912	2232	2086	2136	2236	2262
CTA-242H14.1	153	155	130	200	198	132
NDUFAF4	6	0	3	4	12	0
RNU6-1078P	15	19	9	1	10	16
RP11-21G15.1	16	21	8	10	5	21
ZMYM6	0	0	0	0	0	0
ATP4A	0	0	0	0	0	0
COPA	0	0	1	0	0	0
GK	2	0	0	3	0	1
RP11-160N1.9	2	2	2	0	0	0
ULK3	0	1	0	3	3	0
