	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
E2F4	-0.852692307692308	-0.319538461538462	-0.520230769230769	-1.13161538461538	-0.668538461538462	-0.836	-0.955615384615385	-0.734846153846154	-0.727615384615385	-1.15446153846154	-0.963307692307692	-1.22076923076923	-0.0326153846153846	-0.778461538461538	-0.736384615384615	-0.729230769230769	-0.502615384615385	-0.599	-0.795692307692308	-1.36123076923077	-1.19584615384615	-0.546846153846154	-1.13238461538462	-0.292230769230769	-0.341461538461538	-1.25	-0.750538461538461	-0.673230769230769	-1.13061538461538	-1.15615384615385	-1.47015384615385	-0.256	-0.726230769230769	-0.713692307692308	-0.627615384615385	-1.41507692307692	-0.73	-0.837846153846154
CLEC4M	0.131111111111111	0.198777777777778	0.473	0.427666666666667	0.500555555555556	0.234555555555556	0.378333333333333	0.0534444444444445	0.323555555555556	0.385888888888889	-0.043	0.283222222222222	0.299333333333333	0.438111111111111	0.273222222222222	0.213777777777778	0.596555555555556	0.284	0.209333333333333	0.528444444444444	1.18855555555556	0.312444444444444	0.527222222222222	0.162444444444444	0.313333333333333	0.186555555555556	0.204888888888889	0.271111111111111	1.197	0.0804444444444444	0.150333333333333	0.268333333333333	0.395888888888889	0.128888888888889	0.468222222222222	0.949555555555555	0.693555555555556	0.405333333333333
BTBD14A	0.6326	-0.5724	-1.6078	-1.5798	-2.7624	-1.0002	-0.284	-0.8308	-1.6442	-0.7224	-1.2056	0.7276	-1.2608	-0.1568	-1.27	-1.174	-0.8852	-1.3992	-0.7632	-0.4922	-1.775	-1.447	0.6176	-0.2768	-0.534	-1.2034	-1.0032	-0.107	-1.1018	-1.3514	0.4824	-2.5044	-0.529	-0.217	0.0646	0.212	-0.7704	-1.1562
KIAA0999	1.13276923076923	-0.161076923076923	0.103384615384615	0.636538461538462	0.297230769230769	0.535923076923077	0.486384615384615	0.489	0.530615384615385	-0.102538461538462	0.0785384615384615	1.00123076923077	0.794769230769231	-0.107923076923077	0.837692307692308	-0.208461538461539	0.894307692307692	0.613076923076923	0.631615384615385	0.268615384615385	0.661923076923077	1.30884615384615	1.13184615384615	0.533769230769231	-0.218384615384615	0.978076923076923	0.596	0.42	0.754615384615385	0.811307692307692	1.53853846153846	0.418538461538461	0.491538461538462	-0.450153846153846	0.627230769230769	0.704538461538462	0.544692307692308	1.09561538461538
GYPA	-3.346875	-3.166125	-3.255875	-3.136	-3.22925	-3.313	-2.847	-4.325875	-3.748	-3.084	-3.615375	-3.073625	-3.53171428571429	-3.35475	-3.619125	-3.8205	-3.70925	-3.587	-3.483	-2.963875	-3.737625	-3.613	-3.5095	-3.778125	-3.17775	-3.567	-2.99457142857143	-3.161875	-3.668375	-3.285	-3.355625	-3.31028571428571	-3.08025	-3.606375	-3.500625	-3.032625	-3.03971428571429	-3.073375
TAC1	0.676071428571429	-0.315642857142857	1.14314285714286	-0.631769230769231	-0.356142857142857	-0.0702857142857143	1.22178571428571	5.297	3.3395	-0.0911428571428571	-0.547	-0.665071428571429	-0.684642857142857	0.164	0.217857142857143	3.84935714285714	2.38721428571429	1.95592857142857	-0.720285714285714	-0.587857142857143	-0.200142857142857	-1.00776923076923	-0.506642857142857	1.88857142857143	-0.598714285714286	-1.39707142857143	-0.749714285714286	-0.526615384615385	2.25192857142857	-0.512214285714286	-0.692928571428571	-0.485785714285714	-0.923428571428571	-0.697214285714286	0.0189285714285714	0.855071428571428	3.08485714285714	-0.596928571428571
TRAIP	-0.457125	-0.083875	0.37275	-0.137	-0.915375	0.252875	-1.65625	-1.272	-0.53825	-0.202875	0.414125	-0.8345	0.212	0.34475	-0.034625	-0.44275	-1.9775	0.4785	0.12925	-0.8865	-1.49025	0.235375	-0.414625	-0.65875	-0.5895	-1.199875	-0.25525	-0.353375	-2.022875	-0.15975	-0.89325	1.14425	0.178625	-1.168625	-0.94325	-0.721	-1.363375	-1.65875
KIAA0232	1.09092307692308	0.614923076923077	0.495153846153846	0.376153846153846	0.341615384615385	-0.426461538461539	0.846846153846154	-0.502230769230769	1.44530769230769	0.0536923076923077	-0.286923076923077	0.292230769230769	0.216076923076923	-0.372846153846154	-0.312	0.826538461538461	0.974076923076923	0.206538461538462	-0.467692307692308	0.0151538461538462	1.11492307692308	-0.657538461538462	-0.389846153846154	1.20376923076923	0.406923076923077	0.174615384615385	0.118461538461538	-1.03961538461538	0.717384615384615	0.363538461538462	1.65615384615385	0.933153846153846	-0.388	1.32053846153846	0.552384615384615	-0.450923076923077	0.0364615384615385	0.864538461538462
ERCC8	-0.2048	-1.1297	-0.3106	-1.3968	-1.362	0.1127	-1.3095	-0.1268	-0.7419	-1.142	-1.6613	-1.7295	-1.8202	-0.0206	-1.5073	-0.7815	-1.2881	-0.5579	-2.3493	-0.8075	-1.026	-1.9819	-1.8806	0.339	1.155	-0.4191	-0.9189	-1.1746	-1.1796	-1.7653	-1.5631	-1.8882	-1.1258	-0.8998	-0.8598	-1.3472	-0.8999	-2.2623
GPX4	0.00318181818181818	0.553909090909091	-0.847909090909091	0.241636363636364	-1.02518181818182	-0.256090909090909	0.0265454545454545	-0.0574545454545455	-0.620636363636364	0.601545454545455	0.514545454545455	-0.656272727272727	0.420454545454545	-0.0237272727272727	-0.140090909090909	-0.000909090909090897	1.20945454545455	1.16709090909091	1.17872727272727	0.489454545454545	-0.546363636363636	1.34590909090909	0.184454545454545	-0.964272727272728	0.268818181818182	-0.769636363636364	0.286727272727273	0.152181818181818	-0.112545454545455	0.459818181818182	1.47309090909091	0.307909090909091	-0.304454545454545	-0.179818181818182	0.231545454545455	0.216636363636364	-0.606090909090909	0.0288181818181818
KIAA0368	-0.1622	1.4664	-0.0892	0.6911	-0.1999	-1.3479	0.2772	-0.4079	0.0398	-0.7268	-1.0309	-0.7672	-0.0486	-1.5788	-0.2287	-0.3243	0.549	-0.5042	-1.0768	-0.3019	1.1742	-0.8761	-1.1129	-0.5092	0.886	-0.812	-0.7864	-1.4314	0.7344	-0.3096	0.1155	-0.6083	-1.2154	0.4433	-0.9889	-0.3503	-0.2598	1.2074
GPR157	-0.01325	-0.133125	-0.954875	-0.138875	-0.3545	-0.485125	-0.571625	0.340625	-0.434	0.085	-0.202875	0.874	0.805875	-0.418875	0.040875	-0.666	-1.042375	-0.386125	-0.29425	0.415	-0.6735	-0.57975	0.8475	-1.0985	-0.363625	-0.6825	0.1085	0.180625	-0.59	1.12825	0.748	-0.431375	-0.519875	-0.022625	0.403375	-0.393	-0.034375	-0.45575
CTAGE4	1.2765	-0.424	-0.7985	0.3295	0.939	0.0305	0.817	-0.4675	1.272	0.701	0.869	0.2895	0.365	0.8655	0.842	-0.1335	0.829	1.576	-0.151	0.11	1.238	-0.0005	-0.9635	0.1355	-1.3215	-0.0255	1.393	0.037	-0.336	0.011	1.092	1.1355	1.544	1.0685	0.742	0.8885	1.2025	-0.265
C9orf30	-0.44	-0.127125	-1.061875	-0.83125	-1.51125	-1.034125	-0.77225	-1.141875	-0.4565	-1.371	-1.969875	-0.7285	-1.37375	-0.547875	-1.3615	-0.599	-0.78775	-0.723125	-1.19825	-1.325125	-1.461375	-0.634625	-0.95675	-0.6195	1.74625	-1.704	-0.268875	-1.723875	-1.2115	-0.76175	0.01275	-0.860125	-0.534625	-0.832125	-1.3295	-0.12975	-1.645125	-1.620125
OR52A1	0.377333333333333	0.395333333333333	0.328333333333333	0.526666666666667	0.313666666666667	0.521	0.452333333333333	0.361	0.578	0.707	0.0996666666666667	0.532	0.927333333333333	0.773	0.481666666666667	0.292666666666667	0.247666666666667	0.866333333333333	0.367	1.326	0.515666666666667	1.067	0.705	0.506	0.332666666666667	0.499666666666667	0.526333333333333	0.549333333333333	0.419666666666667	0.159333333333333	0.486666666666667	0.493	0.355	0.0496666666666667	0.285333333333333	1.00533333333333	0.983	0.585
HSP90B3P	-0.5925	0.987	0.683	0.3665	0.952	-0.2345	-0.061	-0.2335	0.848	0.3105	0.422	-0.3005	-1.2515	0.2285	-0.434	0.3885	0.032	0.2495	-0.69	0.227	0.216	0.408	-1.1165	0.7745	0.6395	-0.015	-0.0675	-0.704	-0.2345	-0.3895	-0.811	0.3755	-0.5705	0.539	-0.1425	-0.0565	0.2175	-1.003
ALG9	0.0293846153846154	-1.47407692307692	-0.498076923076923	-0.575	-0.553461538461538	0.112230769230769	-0.688615384615385	-0.872307692307692	-0.529461538461538	-0.484076923076923	-1.03976923076923	-0.49	-0.442615384615385	-0.832230769230769	-0.295769230769231	-0.502307692307692	-0.299	-0.628615384615385	-1.19238461538462	-1.25338461538462	-0.437769230769231	-0.209538461538462	-0.142	-0.561538461538461	-0.419384615384615	-0.237307692307692	-0.118615384615385	-1.10184615384615	-0.328692307692308	-0.921153846153846	-0.0917692307692307	-0.258538461538462	-0.154230769230769	-1.89638461538462	-0.0346153846153846	-0.251153846153846	-0.200076923076923	-0.253923076923077
BTBD10	0.4692	0.4658	0.4302	1.0626	0.5326	0.6896	0.6348	-0.2982	0.2994	0.7716	-0.4894	-0.3318	-1.0078	0.869	0.096	0.5624	0.7164	0.4478	0.0188	0.5068	0.2948	-0.4092	-0.2308	0.5298	1.0752	0.3444	0.3184	0.6736	0.544	0.2326	1.0874	0.8496	0.5538	0.355	-0.2188	0.7092	0.8156	-0.2252
SDK2	0.336666666666667	0.5205	-0.0906666666666667	0.239666666666667	0.215333333333333	0.479166666666667	0.108666666666667	0.543833333333333	0.385333333333333	0.505666666666667	0.279833333333333	0.557666666666667	0.8625	0.181833333333333	0.225666666666667	0.1515	0.400833333333333	0.428833333333333	0.732666666666667	0.334666666666667	0.309166666666667	0.762833333333333	0.572	0.157166666666667	0.082	0.160333333333333	0.262333333333333	0.448333333333333	0.103666666666667	0.328833333333333	0.667666666666667	0.207	0.5085	0.171333333333333	0.372333333333333	0.547166666666667	0.796833333333333	0.363
BAIAP3	-1.6666	-1.5608	-1.683	-2.077	-1.8828	-1.7096	0.9328	-1.4038	-1.3388	-0.7124	-1.1156	-1.0044	-0.1884	-1.6326	-0.8792	-1.1458	1.8708	0.2044	-1.2868	-0.798	0.0338	-1.182	-1.4692	-1.5088	-2.1954	-1.4204	-1.9008	-1.5574	-0.254	-0.8798	-1.211	-2.2936	-1.9934	-0.5346	-1.0958	-0.8712	-1.7954	1.1358
RABGGTB	-0.5728	-0.7705	-1.1546	-0.2447	-0.8253	-0.3912	-0.8131	-0.7906	-1.1206	-0.8645	-0.9399	-1.0825	-0.7146	-1.0378	-0.1168	-0.5171	-0.928	-1.2144	-0.9609	-0.6202	-0.7015	0.1373	-0.9247	-0.8056	-0.0797	-1.0983	-0.4931	-1.0952	-0.9171	-0.4332	0.4906	-0.9473	-1.6553	-0.4549	-1.1088	-1.0533	-1.2979	-1.035
ANKRD40	-0.830625	-0.5455	-0.371375	-0.54825	-0.8785	-0.955625	-1.0045	-0.121625	0.236125	-0.218875	-0.95225	-0.83625	-0.7075	0.407375	-0.98525	-0.3105	-0.77525	-0.2745	-0.28575	-0.92375	-1.177	0.09625	-1.405625	-0.363625	-0.359125	-0.605	-0.451625	-0.472125	-0.92075	-0.224875	-0.557375	-0.953875	0.322125	-0.18825	-1.041375	-0.2345	-0.496875	-1.138375
KRT74	0.176666666666667	0.364333333333333	0.130666666666667	0.444	0.374666666666667	0.381	0.335333333333333	0.247666666666667	0.134	0.307333333333333	0.318333333333333	0.182333333333333	0.0546666666666667	0.327666666666667	0.311666666666667	0.242	0.501666666666667	0.284666666666667	0.211666666666667	0.65	0.616333333333333	0.350333333333333	0.456	0.124	0.386	0.421666666666667	0.220666666666667	0.193333333333333	0.616666666666667	0.205666666666667	0.309333333333333	0.332666666666667	0.343	0.154666666666667	0.327	0.551333333333333	0.687333333333333	0.329666666666667
CALCOCO2	-0.519388888888889	-0.338166666666667	-1.35488888888889	-0.681944444444444	-0.637555555555555	-1.01561111111111	0.282111111111111	0.759166666666667	-0.315388888888889	-0.374055555555556	-0.6835	-2.06488888888889	-0.531333333333333	-0.537777777777778	-0.335666666666667	0.0127222222222222	0.423611111111111	-0.923777777777778	-0.377611111111111	-0.499166666666667	0.436055555555556	-0.349611111111111	-1.17705555555556	-0.610222222222222	0.508888888888889	-0.151944444444444	-0.938166666666667	0.454611111111111	0.821722222222222	-0.925111111111111	-0.05	-1.25877777777778	0.333722222222222	-0.324333333333333	-1.07661111111111	-0.225333333333333	1.50155555555556	0.3155
SNCA	-1.7728	-1.592	-1.967	-2.3	-1.9996	-1.57	-1.138	-2.225	-1.4114	-3.0808	-2.97	-1.1808	-2.745	-0.7692	-2.9318	-0.7206	-2.4738	-2.1388	-2.37	-2.9408	-2.1928	-2.3792	-3.2466	-2.9542	-1.4982	-2.5768	-2.8446	-3.3102	-1.4798	-2.1196	0.6728	-1.6162	-2.405	-1.3602	-1.676	-2.4104	-1.9588	-2.4208
TMSL8	-0.403727272727273	-1.05472727272727	1.41809090909091	-0.757909090909091	0.865	-3.13390909090909	-1.51009090909091	-3.11563636363636	0.526545454545455	-1.47190909090909	-4.28509090909091	-1.54254545454545	-3.89981818181818	-0.842	1.13481818181818	2.67154545454545	-4.53045454545455	1.03227272727273	-4.47	-3.58718181818182	-3.65181818181818	-2.75790909090909	-3.03736363636364	0.852454545454545	-1.90481818181818	-4.54236363636364	1.68481818181818	-3.75736363636364	-3.15327272727273	-4.17554545454546	-3.87909090909091	-0.0315454545454546	-3.99118181818182	-2.75272727272727	-2.95363636363636	-3.56609090909091	-3.76345454545454	-3.34590909090909
C2orf53	0.239333333333333	0.327	0.24	0.938333333333333	0.397666666666667	0.534333333333333	0.332	0.336333333333333	0.336333333333333	1.29533333333333	0.175	0.577	1.00166666666667	0.466333333333333	0.277666666666667	0.100666666666667	0.244	0.200666666666667	0.817	0.902333333333333	0.144333333333333	0.543333333333333	1.47233333333333	0.315333333333333	0.167	0.553333333333333	0.442666666666667	0.547	0.460666666666667	0.398666666666667	0.586666666666667	0.575	0.600666666666667	0.342666666666667	0.571	0.727666666666667	1.263	0.53
ESRRB	0.0904	0.1146	0.2396	-0.0048	0.1784	0.223	0.0244	0.0416	0.1698	0.2896	0.0646	-0.0136	0.3314	0.3722	0.0554	0.0326	0.0022	0.1752	0.1904	0.2424	-0.1414	0.2916	0.346	0.0704	0.219	0.334	0.053	0.0416	0.0694	0.18	0.0964	0.3734	0.1544	-0.0962	0.2628	0.2462	0.2464	0.186
ARHGAP26	0.9701	1.7127	-0.7844	0.5175	-0.6989	1.3637	1.0205	1.128	-0.1142	0.3557	1.783	1.4308	2.0369	-0.433	0.8812	-0.2526	1.1532	-0.3076	1.3476	2.3726	1.1379	1.763	1.7414	-0.7823	-0.3494	0.3021	0.3522	2.2423	0.4639	1.0614	1.0494	-0.2709	0.1464	0.8094	0.6703	0.1959	1.2766	2.0579
TDRD9	3.231	-1.1412	-1.604	2.3528	-1.8036	2.115	-0.6286	1.085	-1.648	1.092	0.7696	3.566	-1.5168	0.7636	-1.695	-1.782	1.3308	1.5076	-1.7112	-2.196	-0.9354	-0.9738	1.82	-2.178	-2.3588	-1.1204	-1.7158	-2.09	-1.2688	-1.9724	-2.0314	1.4984	-1.6894	-2.459	-1.6488	-1.7876	-1.1082	1.178
HRAS	-1.131875	-0.944125	-0.732875	-1.1725	-0.926	0.287625	-1.339125	-1.243625	-0.542375	-0.933625	-1.354375	-0.832125	-0.354125	-1.338875	-1.45875	-0.56	-0.774	-0.501	-0.919625	-0.506875	-1.554625	-1.117625	-0.69775	-0.04075	-0.33175	-1.5055	-0.472	-2.17325	-1.880125	-0.78	-0.187125	-0.851625	-0.772	-1.136	-1.467625	-0.91	-0.983125	-1.623125
KLRC4	-1.1015	-0.8585	-0.7865	-0.9785	-0.89	-1.5285	-0.7095	-0.8005	-1.5485	-1.4905	-0.9155	-0.517	-0.9635	-0.577	-1.024	-1.6315	-1.9225	-1.443	-2.113	0.147	-1.448	-0.7775	-0.689	-1.77	-0.647	-0.796	-0.5615	-1.1295	-1.003	-1.0315	-1.0745	-1.2945	-0.9295	-1.385	-0.386	-1.728	-1.0815	-0.5125
JAGN1	0.649125	0.39375	-0.379875	-0.01525	-0.43	0.38725	0.523375	-0.262125	0.598	0.95475	0.270625	0.04675	0.673	0.204	0.953875	0.139	0.48225	0.29075	0.13125	0.575375	0.251875	0.609875	0.579	0.2125	-0.106375	-0.0965	0.287	0.581	0.233	0.132	0.89275	0.632625	0.45925	0.66675	0.94475	1.514875	0.520125	0.21275
BSDC1	0.14	1.2624	-0.6534	0.9252	0.9856	0.2812	-0.0326	1.079	0.1352	1.1594	0.4268	0.5454	1.7078	0.085	0.3008	0.4376	-0.1038	0.8782	0.4262	0.42	0.3536	0.545	1.1006	-0.00999999999999998	0.1248	0.207	-0.3598	0.344	0.2192	1.3734	1.2914	1.0448	0.000999999999999999	0.8266	0.5658	0.8126	0.3224	0.5406
RNF43	-0.966846153846154	-0.400923076923077	-0.965538461538461	0.172	1.09638461538462	-0.767076923076923	-0.0944615384615385	-0.0129230769230769	0.747	-0.397769230769231	-0.513384615384615	-0.817692307692308	0.348153846153846	-0.186461538461539	-0.0653846153846154	-0.409	-0.0954615384615385	0.553230769230769	-0.624615384615385	-1.18869230769231	-0.00146153846153846	1.21053846153846	-0.857923076923077	0.374	-1.83653846153846	-0.645846153846154	0.150846153846154	-0.0151538461538462	-0.124692307692308	0.324846153846154	-0.0919230769230769	1.01138461538462	-0.261538461538462	-0.0161538461538462	-0.532384615384615	-0.285538461538462	0.0797692307692308	-0.270846153846154
NDUFAF1	-0.0996	-0.669	-0.2822	-1.1766	-0.4522	-0.6052	0.2326	-0.2558	-0.0118	-0.1042	-0.1624	-1.1532	-0.5562	0.0468	-0.4882	-0.644	-0.0576	-0.5012	-0.8596	0.0834	0.26	-0.6874	-1.0626	0.8396	0.6026	0.2644	0.5282	-0.5572	0.2878	-0.5514	0.454	-0.9698	-0.2454	-0.308	0.2934	0.7926	0.9306	0.205
PHF12	0.2695	0.248166666666667	0.313166666666667	0.500333333333333	0.362166666666667	0.4945	0.4705	0.4635	0.336833333333333	0.443333333333333	0.119833333333333	0.529	0.536	0.544166666666667	0.2625	0.372333333333333	0.358166666666667	0.566	0.4025	0.664333333333333	0.385	0.481	0.258833333333333	0.413333333333333	0.346166666666667	0.497	0.503166666666667	0.428166666666667	0.339	0.3295	0.3365	0.6415	0.504833333333333	0.320166666666667	0.334333333333333	0.6045	0.6555	0.540333333333333
OR1L3	0.4744	0.1582	0.4052	0.0568	0.2376	0.2894	0.152	0.0286	0.059	0.349	0.3856	0.1908	0.3314	0.3896	-0.0252	0.1906	0.1512	0.2982	0.4578	0.6426	0.1364	0.4182	0.1402	0.1278	0.4518	0.7102	0.356	0.1164	0.205	0.3756	0.3758	0.2156	0.4474	-0.1266	0.363	0.5804	0.6178	0.3624
FOLR2	0.965666666666667	0.5364	0.650733333333333	1.08373333333333	0.631066666666667	1.08353333333333	1.88273333333333	1.11146666666667	0.513333333333333	1.19726666666667	1.23093333333333	0.876466666666667	1.20366666666667	0.792733333333333	0.990933333333333	1.50533333333333	1.1404	0.9166	1.47213333333333	1.402	1.04586666666667	1.40813333333333	0.977066666666667	1.84033333333333	0.150866666666667	1.13226666666667	0.7874	1.14566666666667	2.1052	0.8974	0.95	1.0516	1.30986666666667	1.3072	1.21173333333333	1.31046666666667	2.0062	1.02633333333333
LYZL6	0.24425	0.166625	0.187375	0.179125	0.0495	0.230125	0.26725	0.10975	0.305375	0.258625	0.201625	0.278375	0.374125	0.4045	0.20675	0.068625	0.033	0.243625	0.456875	0.569125	0.249875	0.25975	0.490875	0.253125	0.280375	0.3485	0.29775	0.472875	0.143375	0.1815	0.24275	0.13925	0.4215	0.073875	0.372	0.481625	0.5105	0.301125
tcag7.1260	0.0373333333333333	-0.772333333333333	-0.522666666666667	-0.299666666666667	-1.36633333333333	1.003	-0.907666666666667	-0.331	0.704	-1.309	-1.77966666666667	-1.593	-2.64	1.139	-0.794666666666667	0.242666666666667	-1.817	-1.183	-1.16133333333333	-1.96066666666667	-1.676	-1.17	-2.05966666666667	0.0953333333333333	3.18633333333333	-2.115	-0.496	-2.46633333333333	-1.35333333333333	-1.216	-2.151	-0.109333333333333	-0.938	-1.34933333333333	-1.249	-0.214333333333333	2.76833333333333	-2.332
WSB1	-1.151375	-0.186	-1.11625	-0.7895	-0.7645	-0.84425	-0.70325	0.853625	-0.7425	-0.7335	-0.614375	1.330375	-1.047375	-0.621375	-1.50625	0.23175	-0.97325	-0.546	-0.350625	-1.55425	-0.138	-0.562125	-0.487875	-1.131	-1.151625	-1.923875	-1.6265	-0.920375	0.04875	-0.632625	-0.699875	-1.994625	-1.309625	0.408375	-1.479625	-1.341375	-1.132125	-1.29875
PROS1	-1.40961538461538	-0.583	-0.527076923076923	-0.888615384615385	-1.72430769230769	-0.111923076923077	0.802923076923077	-0.368076923076923	-2.02530769230769	-1.22284615384615	0.508	-3.62476923076923	-2.34392307692308	-0.612384615384616	1.12015384615385	-1.93838461538462	0.959461538461538	-0.213461538461538	-1.15353846153846	-2.90969230769231	0.193769230769231	-0.59	0.343769230769231	-1.61161538461538	1.21176923076923	-0.654384615384615	-1.46030769230769	-1.96215384615385	1.21223076923077	-1.81023076923077	-0.397923076923077	-1.28869230769231	-1.91461538461538	-0.778846153846154	-1.54769230769231	-0.458230769230769	-0.462615384615385	-0.269538461538461
OSTN	0.499666666666667	0.265666666666667	0.148	0.157	0.078	0.173	-0.164	0.347	0.122	0.342333333333333	0.0576666666666667	0.279	0.875	0.195333333333333	0.874333333333333	0.114	0.0366666666666667	0.120333333333333	0.291333333333333	0.323666666666667	-0.0146666666666667	0.382	0.619333333333333	0.187	0.268666666666667	0.329666666666667	-0.00866666666666667	-0.0756666666666666	0.229666666666667	0.0706666666666667	0.348	0.413333333333333	0.140666666666667	0.051	0.217	0.595333333333333	0.513	0.419
PSMB8	1.7574	2.205	-1.192	-0.00739999999999998	-0.992	1.4118	1.0652	1.0802	0.4434	1.1212	1.0582	0.4594	1.3864	0.3648	0.7066	0.043	1.6514	0.7934	1.7776	2.8716	0.4834	2.1386	0.9224	-1.3864	-0.1098	0.7282	1.089	0.4116	1.293	0.8546	0.099	-2.0098	1.5344	1.0134	0.397	1.592	2.6518	0.1728
SOCS4	-0.215636363636364	-0.634545454545455	-0.386272727272727	-0.921	-0.518363636363636	-0.348272727272727	-0.349	-0.718454545454545	-0.538181818181818	-0.864909090909091	-0.599727272727273	-0.678272727272727	-1.26354545454545	-0.874454545454545	-0.113727272727273	-0.355636363636364	-0.267545454545455	-0.102818181818182	-1.09181818181818	-0.830363636363636	-0.417727272727273	-0.832727272727273	-1.05472727272727	-0.294181818181818	0.120090909090909	-0.473727272727273	-0.195090909090909	-0.818181818181818	-0.604636363636364	-0.582272727272727	-1.08718181818182	-1.29172727272727	-0.106636363636364	-0.273909090909091	-0.805272727272727	-0.829	-0.394454545454546	-1.268
DDIT4L	1.6932	3.673	1.1074	1.1872	2.3514	2.8426	3.018	2.0402	0.6684	3.9946	0.7784	0.03	2.5438	1.9438	4.1706	4.7142	0.3808	0.7414	2.7032	1.3352	2.4342	1.228	3.0476	1.1014	4.761	4.1974	1.6872	-0.1748	3.5428	1.781	1.838	1.0228	0.664	3.8014	3.5622	1.5134	0.9698	2.9868
MAS1	0.576666666666667	0.727666666666667	0.6455	0.8045	-1.072	0.942	-0.484333333333333	-0.22	-0.732666666666667	0.580333333333333	1.22133333333333	0.513666666666667	1.006	-0.309333333333333	-0.241666666666667	0.678333333333333	0.4545	0.708666666666667	-0.0393333333333333	0.9305	-0.296	0.241	0.291	-0.405333333333333	0.974	-0.674333333333334	-1.406	0.377666666666667	1.836	0.171	3.8155	0.53	-0.393	-1.18266666666667	0.0363333333333333	0.547333333333333	-1.1345	0.854
MGC34796	0.5104	-0.1266	-0.2342	-0.0954	0.1054	0.8072	0.7022	-0.3084	0.1836	0.9376	0.046	-0.2188	0.2158	0.0262	0.0494	-0.478	1.0062	0.4214	0.2718	0.1764	0.3822	0.1012	0.936	-0.095	-0.1274	0.2526	-0.2844	0.357	0.202	0.2738	0.064	0.0108	0.6124	-0.2572	0.431	0.6398	1.1068	0.5036
CSHL1	0.239375	0.37725	0.25175	0.386	0.377625	0.671875	0.325625	0.30825	0.25375	0.81475	0.243625	0.399375	0.862625	0.654375	0.1275	0.205625	0.291125	0.22025	0.880625	0.83875	0.21825	0.57325	0.883625	0.084625	0.365	0.557875	0.418625	0.407625	0.40775	0.307	0.297	0.492125	0.364125	0.075625	0.557875	0.46675	0.743875	0.502
TBCCD1	1.311375	-0.192125	0.0945	0.947625	0.40275	-0.527375	0.3555	-0.036625	0.19225	0.263	-0.059	-0.63225	-0.67925	0.954375	0.778	-0.12075	0.232375	-0.110125	-0.079125	0.103875	-0.254625	-0.19675	-0.261	0.834125	-0.679	0.02975	0.884625	-0.368125	-0.261875	0.6335	0.008875	1.0465	0.700125	0.345125	0.463125	0.57525	0.47725	-0.8275
ZBTB7C	0.218666666666667	-0.29	-0.147	-0.302666666666667	0.004	-0.0816666666666667	0.00366666666666667	-0.397666666666667	-0.360333333333333	-0.00866666666666667	-0.121	0.335	0.247	-0.344	0.141	-0.448333333333333	0.300333333333333	-0.255333333333333	-0.00266666666666667	0.02	-0.066	0.565666666666667	0.318666666666667	0.202666666666667	-0.222	0.257666666666667	0.0403333333333333	0.111	-0.155	-0.00466666666666667	-0.386333333333333	0.529333333333333	0.279333333333333	-0.0646666666666667	0.133333333333333	0.149	0.350333333333333	-0.011
AP2S1	0.210454545454545	-0.844363636363636	-0.603181818181818	-1.66736363636364	-0.752181818181818	-0.368454545454546	-0.545636363636364	-1.07836363636364	-1.039	-0.473454545454545	-0.468818181818182	-1.768	-1.22045454545455	-0.182636363636364	-0.0894545454545454	-0.0673636363636364	-0.217181818181818	-0.482363636363636	-0.338545454545455	-0.674363636363636	-1.18054545454545	-0.565727272727273	-0.821636363636364	0.288909090909091	0.559272727272727	-0.836363636363636	-0.197818181818182	-1.02854545454545	-1.25809090909091	-0.936454545454545	-1.56236363636364	-0.187727272727273	-0.0863636363636364	-0.571545454545455	-0.266636363636364	-1.02527272727273	-0.577181818181818	-1.289
